Unnamed: 0,Location,Tournament,Match Date,Series,Court,Surface,Round,Best of,Winner,Loser,WRank,LRank,WPts,LPts,W1,L1,W2,L2,W3,L3,W4,L4,W5,L5,Wsets,Lsets,Comment,B365W,B365L,PSW,PSL,MaxW,MaxL,AvgW,AvgL,Match Start Time,Match Duration,Match End Time,Altitude (in m),Start DateTime,End DateTime,Max Temp,Min Temp,Avg Temp,Max Hum,Min Hum,Avg Hum,Max Wind,Min Wind,Avg Wind,Max Gust,Min Gust,Avg Gust,Freq Gust
112,Melbourne,Australian Open 2023,2023-01-16,Grand Slam,Outdoor,Hard,1st Round,5,moutet,wu,62.0,114.0,790.0,494.0,6.0,4.0,5.0,7.0,6.0,2.0,4.0,6.0,7.0,5.0,3.0,2.0,Completed,2.38,1.57,2.4,1.65,2.4,1.66,2.33,1.61,11:10:00,04:14:00,15:24:00,20.1,2023-01-16 11:10:00,2023-01-16 15:24:00,35.7,23.1,30.7,52.0,30.0,37.9,0.0,0.0,0.0,0.0,0.0,0.0,0
113,Melbourne,Australian Open 2023,2023-01-16,Grand Slam,Outdoor,Hard,1st Round,5,watanuki,rinderknech,138.0,59.0,413.0,807.0,6.0,3.0,6.0,3.0,6.0,2.0,,,,,3.0,0.0,Completed,2.3,1.62,2.18,1.77,2.45,1.77,2.28,1.64,11:10:00,01:43:00,12:53:00,20.1,2023-01-16 11:10:00,2023-01-16 12:53:00,31.8,23.1,27.0,52.0,35.0,43.8,0.0,0.0,0.0,0.0,0.0,0.0,0
114,Melbourne,Australian Open 2023,2023-01-16,Grand Slam,Outdoor,Hard,1st Round,5,van de zandschulp,ivashka,34.0,73.0,1205.0,705.0,6.0,3.0,3.0,6.0,7.0,5.0,6.0,3.0,,,3.0,1.0,Completed,1.36,3.2,1.47,2.91,1.52,3.3,1.39,3.03,11:10:00,03:32:00,14:42:00,20.1,2023-01-16 11:10:00,2023-01-16 14:42:00,35.7,23.1,30.4,52.0,30.0,38.2,0.0,0.0,0.0,0.0,0.0,0.0,0
115,Melbourne,Australian Open 2023,2023-01-16,Grand Slam,Outdoor,Hard,1st Round,5,etcheverry,barrere,79.0,83.0,649.0,635.0,3.0,6.0,6.0,3.0,6.0,4.0,6.0,4.0,,,3.0,1.0,Completed,2.3,1.62,2.43,1.63,2.55,1.67,2.36,1.6,11:10:00,02:56:00,14:06:00,20.1,2023-01-16 11:10:00,2023-01-16 14:06:00,35.7,23.1,29.7,52.0,30.0,39.3,0.0,0.0,0.0,0.0,0.0,0.0,0
116,Melbourne,Australian Open 2023,2023-01-16,Grand Slam,Outdoor,Hard,1st Round,5,sinner,edmund,16.0,581.0,2375.0,52.0,6.0,4.0,6.0,0.0,6.0,2.0,,,,,3.0,0.0,Completed,1.06,10.0,1.05,15.72,1.07,15.72,1.05,11.18,11:10:00,01:56:00,13:06:00,20.1,2023-01-16 11:10:00,2023-01-16 13:06:00,32.9,23.1,27.7,52.0,33.0,42.6,0.0,0.0,0.0,0.0,0.0,0.0,0
117,Melbourne,Australian Open 2023,2023-01-16,Grand Slam,Outdoor,Hard,1st Round,5,cerundolo,pella,29.0,181.0,1383.0,318.0,6.0,4.0,6.0,4.0,6.0,3.0,,,,,3.0,0.0,Completed,1.13,6.0,1.17,6.06,1.2,6.06,1.15,5.58,11:10:00,02:06:00,13:16:00,20.1,2023-01-16 11:10:00,2023-01-16 13:16:00,34.3,23.1,28.3,52.0,31.0,41.7,0.0,0.0,0.0,0.0,0.0,0.0,0
118,Melbourne,Australian Open 2023,2023-01-16,Grand Slam,Outdoor,Hard,1st Round,5,shang,otte,194.0,74.0,289.0,701.0,6.0,2.0,6.0,4.0,6.0,7.0,7.0,5.0,,,3.0,1.0,Completed,2.75,1.44,2.86,1.48,3.0,1.5,2.79,1.44,11:10:00,02:56:00,14:06:00,20.1,2023-01-16 11:10:00,2023-01-16 14:06:00,35.7,23.1,29.7,52.0,30.0,39.3,0.0,0.0,0.0,0.0,0.0,0.0,0
119,Melbourne,Australian Open 2023,2023-01-16,Grand Slam,Outdoor,Hard,1st Round,5,hurkacz,martinez,11.0,60.0,2860.0,801.0,7.0,6.0,6.0,2.0,6.0,2.0,,,,,3.0,0.0,Completed,1.06,10.0,1.06,13.22,1.06,13.22,1.05,10.6,12:35:00,01:49:00,14:24:00,20.1,2023-01-16 12:35:00,2023-01-16 14:24:00,35.7,31.0,33.1,37.0,30.0,33.5,0.0,0.0,0.0,0.0,0.0,0.0,0
120,Melbourne,Australian Open 2023,2023-01-16,Grand Slam,Outdoor,Hard,1st Round,5,korda,garin,31.0,87.0,1325.0,606.0,6.0,4.0,1.0,6.0,6.0,3.0,6.0,2.0,,,3.0,1.0,Completed,1.08,8.0,1.1,9.05,1.11,9.25,1.08,8.1,12:45:00,02:34:00,15:19:00,20.1,2023-01-16 12:45:00,2023-01-16 15:19:00,35.7,30.1,33.1,40.0,30.0,33.8,0.0,0.0,0.0,0.0,0.0,0.0,0
121,Melbourne,Australian Open 2023,2023-01-16,Grand Slam,Outdoor,Hard,1st Round,5,nishioka,ymer,33.0,69.0,1212.0,751.0,6.0,4.0,6.0,2.0,7.0,5.0,,,,,3.0,0.0,Completed,1.91,1.91,2.02,1.88,2.04,2.0,1.94,1.86,12:50:00,02:18:00,15:08:00,20.1,2023-01-16 12:50:00,2023-01-16 15:08:00,35.7,31.0,33.4,37.0,30.0,33.3,0.0,0.0,0.0,0.0,0.0,0.0,0
122,Melbourne,Australian Open 2023,2023-01-16,Grand Slam,Outdoor,Hard,1st Round,5,shapovalov,lajovic,22.0,86.0,1830.0,626.0,6.0,4.0,4.0,6.0,6.0,4.0,6.0,1.0,,,3.0,1.0,Completed,1.08,8.0,1.09,9.82,1.1,9.82,1.08,8.01,12:55:00,02:23:00,15:18:00,20.1,2023-01-16 12:55:00,2023-01-16 15:18:00,35.7,31.0,33.3,38.0,30.0,33.5,0.0,0.0,0.0,0.0,0.0,0.0,0
123,Melbourne,Australian Open 2023,2023-01-16,Grand Slam,Outdoor,Hard,1st Round,5,griekspoor,kotov,63.0,117.0,789.0,483.0,6.0,3.0,7.0,6.0,6.0,3.0,,,,,3.0,0.0,Completed,1.36,3.2,1.42,3.1,1.42,3.4,1.37,3.13,13:10:00,02:09:00,15:19:00,20.1,2023-01-16 13:10:00,2023-01-16 15:19:00,35.7,30.1,33.2,40.0,30.0,33.8,0.0,0.0,0.0,0.0,0.0,0.0,0
124,Melbourne,Australian Open 2023,2023-01-16,Grand Slam,Outdoor,Hard,1st Round,5,mcdonald,nakashima,65.0,49.0,775.0,902.0,7.0,6.0,7.0,6.0,1.0,6.0,6.0,7.0,6.0,4.0,3.0,2.0,Completed,2.5,1.53,2.59,1.56,2.72,1.6,2.54,1.52,13:25:00,04:02:00,17:27:00,20.1,2023-01-16 13:25:00,2023-01-16 17:27:00,35.7,27.2,31.6,48.0,30.0,38.2,0.0,0.0,0.0,0.0,0.0,0.0,0
125,Melbourne,Australian Open 2023,2023-01-16,Grand Slam,Outdoor,Hard,1st Round,5,khachanov,zapata miralles,20.0,72.0,1885.0,712.0,7.0,6.0,6.0,2.0,6.0,0.0,,,,,3.0,0.0,Completed,1.07,9.0,1.06,13.0,1.09,13.0,1.06,9.77,14:25:00,02:02:00,16:27:00,20.1,2023-01-16 14:25:00,2023-01-16 16:27:00,35.0,27.2,30.2,48.0,31.0,40.8,0.0,0.0,0.0,0.0,0.0,0.0,0
126,Melbourne,Australian Open 2023,2023-01-16,Grand Slam,Outdoor,Hard,1st Round,5,tiafoe,altmaier,17.0,92.0,2260.0,584.0,6.0,3.0,6.0,3.0,6.0,7.0,7.0,6.0,,,3.0,1.0,Completed,1.1,7.0,1.1,8.65,1.12,8.65,1.1,7.19,14:35:00,03:19:00,17:54:00,20.1,2023-01-16 14:35:00,2023-01-16 17:54:00,35.6,27.2,31.0,48.0,32.0,40.5,0.0,0.0,0.0,0.0,0.0,0.0,0
127,Melbourne,Australian Open 2023,2023-01-16,Grand Slam,Outdoor,Hard,1st Round,5,nadal,draper,2.0,38.0,5770.0,1020.0,7.0,5.0,2.0,6.0,6.0,4.0,6.0,1.0,,,3.0,1.0,Completed,1.36,3.2,1.44,3.02,1.44,3.3,1.39,3.02,14:50:00,03:41:00,18:31:00,20.1,2023-01-16 14:50:00,2023-01-16 18:31:00,35.6,27.2,30.8,48.0,33.0,41.7,0.0,0.0,0.0,0.0,0.0,0.0,0
128,Melbourne,Australian Open 2023,2023-01-16,Grand Slam,Outdoor,Hard,1st Round,5,daniel,escobedo,94.0,313.0,572.0,163.0,7.0,5.0,6.0,2.0,3.0,6.0,6.0,3.0,,,3.0,1.0,Completed,1.57,2.38,1.57,2.57,1.63,2.57,1.57,2.43,15:10:00,03:14:00,18:24:00,20.1,2023-01-16 15:10:00,2023-01-16 18:24:00,35.6,27.2,30.7,48.0,33.0,42.2,0.0,0.0,0.0,0.0,0.0,0.0,0
129,Melbourne,Australian Open 2023,2023-01-16,Grand Slam,Outdoor,Hard,1st Round,5,sonego,borges,47.0,111.0,925.0,512.0,7.0,6.0,6.0,3.0,6.0,7.0,6.0,1.0,,,3.0,1.0,Completed,1.3,3.5,1.37,3.37,1.38,3.6,1.34,3.27,15:40:00,03:17:00,18:57:00,20.1,2023-01-16 15:40:00,2023-01-16 18:57:00,35.6,26.9,30.6,60.0,33.0,44.1,0.0,0.0,0.0,0.0,0.0,0.0,0
130,Melbourne,Australian Open 2023,2023-01-16,Grand Slam,Outdoor,Hard,1st Round,5,lehecka,coric,71.0,23.0,717.0,1760.0,6.0,3.0,6.0,3.0,6.0,3.0,,,,,3.0,0.0,Completed,3.2,1.36,3.34,1.38,3.34,1.39,3.2,1.35,15:40:00,02:13:00,17:53:00,20.1,2023-01-16 15:40:00,2023-01-16 17:53:00,35.6,27.2,30.8,48.0,33.0,41.7,0.0,0.0,0.0,0.0,0.0,0.0,0
131,Melbourne,Australian Open 2023,2023-01-16,Grand Slam,Outdoor,Hard,1st Round,5,kubler,baez,84.0,44.0,633.0,975.0,6.0,4.0,6.0,4.0,6.0,4.0,,,,,3.0,0.0,Completed,1.33,3.4,1.36,3.48,1.36,3.66,1.33,3.38,15:45:00,02:16:00,18:01:00,20.1,2023-01-16 15:45:00,2023-01-16 18:01:00,35.6,27.2,31.0,48.0,33.0,41.6,0.0,0.0,0.0,0.0,0.0,0.0,0
132,Melbourne,Australian Open 2023,2023-01-16,Grand Slam,Outdoor,Hard,1st Round,5,svrcina,munar,216.0,64.0,249.0,777.0,6.0,3.0,6.0,2.0,6.0,2.0,,,,,3.0,0.0,Completed,2.75,1.44,2.74,1.52,2.8,1.52,2.64,1.48,16:00:00,02:16:00,18:16:00,20.1,2023-01-16 16:00:00,2023-01-16 18:16:00,35.6,27.2,31.3,48.0,33.0,41.3,0.0,0.0,0.0,0.0,0.0,0.0,0
133,Melbourne,Australian Open 2023,2023-01-16,Grand Slam,Outdoor,Hard,1st Round,5,millman,huesler,140.0,51.0,410.0,866.0,6.0,7.0,7.0,5.0,6.0,7.0,6.0,2.0,6.0,3.0,3.0,2.0,Completed,2.2,1.67,2.25,1.72,2.3,1.78,2.18,1.69,16:10:00,04:05:00,20:15:00,20.1,2023-01-16 16:10:00,2023-01-16 20:15:00,35.6,26.1,30.2,64.0,33.0,47.2,0.0,0.0,0.0,0.0,0.0,0.0,0
134,Melbourne,Australian Open 2023,2023-01-16,Grand Slam,Outdoor,Hard,1st Round,5,eubanks,kwon,116.0,52.0,487.0,862.0,6.0,3.0,6.0,7.0,6.0,3.0,4.0,6.0,6.0,4.0,3.0,2.0,Completed,2.38,1.57,2.65,1.55,2.65,1.62,2.38,1.58,16:30:00,03:08:00,19:38:00,20.1,2023-01-16 16:30:00,2023-01-16 19:38:00,35.6,26.1,30.6,64.0,33.0,46.5,0.0,0.0,0.0,0.0,0.0,0.0,0
135,Melbourne,Australian Open 2023,2023-01-16,Grand Slam,Outdoor,Hard,1st Round,5,fucsovics,coria,78.0,76.0,687.0,695.0,4.0,6.0,7.0,5.0,2.0,6.0,7.0,6.0,6.0,2.0,3.0,2.0,Completed,1.14,5.5,1.17,5.96,1.22,6.0,1.16,5.38,16:45:00,04:17:00,21:02:00,20.1,2023-01-16 16:45:00,2023-01-16 21:02:00,35.6,26.1,29.9,64.0,33.0,48.8,0.0,0.0,0.0,0.0,0.0,0.0,0
136,Melbourne,Australian Open 2023,2023-01-16,Grand Slam,Outdoor,Hard,1st Round,5,molcan,wawrinka,53.0,139.0,850.0,412.0,6.0,7.0,6.0,3.0,1.0,6.0,7.0,6.0,6.0,4.0,3.0,2.0,Completed,3.75,1.29,3.89,1.3,4.0,1.31,3.7,1.28,17:10:00,04:22:00,21:32:00,20.1,2023-01-16 17:10:00,2023-01-16 21:32:00,35.3,25.1,29.0,64.0,33.0,51.4,0.0,0.0,0.0,0.0,0.0,0.0,0
137,Melbourne,Australian Open 2023,2023-01-16,Grand Slam,Outdoor,Hard,1st Round,5,hijikata,hanfmann,169.0,128.0,344.0,435.0,4.0,6.0,4.0,6.0,6.0,3.0,7.0,6.0,6.0,3.0,3.0,2.0,Completed,2.0,1.8,1.98,1.93,2.1,1.93,1.98,1.83,17:50:00,04:25:00,22:15:00,20.1,2023-01-16 17:50:00,2023-01-16 22:15:00,32.1,24.3,27.6,64.0,42.0,55.2,0.0,0.0,0.0,0.0,0.0,0.0,0
138,Melbourne,Australian Open 2023,2023-01-16,Grand Slam,Outdoor,Hard,1st Round,5,norrie,van assche,12.0,143.0,2680.0,403.0,7.0,6.0,6.0,0.0,6.0,3.0,,,,,3.0,0.0,Completed,1.06,10.0,1.07,11.47,1.09,11.47,1.06,9.17,18:20:00,02:22:00,20:42:00,20.1,2023-01-16 18:20:00,2023-01-16 20:42:00,31.1,26.1,28.3,64.0,46.0,54.1,0.0,0.0,0.0,0.0,0.0,0.0,0
139,Melbourne,Australian Open 2023,2023-01-16,Grand Slam,Outdoor,Hard,1st Round,5,auger aliassime,pospisil,7.0,99.0,3895.0,560.0,1.0,6.0,7.0,6.0,7.0,6.0,6.0,3.0,,,3.0,1.0,Completed,1.07,9.0,1.08,10.82,1.08,10.82,1.07,8.87,18:30:00,03:58:00,22:28:00,20.1,2023-01-16 18:30:00,2023-01-16 22:28:00,29.6,24.1,26.8,64.0,49.0,57.5,0.0,0.0,0.0,0.0,0.0,0.0,0
140,Melbourne,Australian Open 2023,2023-01-16,Grand Slam,Outdoor,Hard,1st Round,5,tsitsipas,halys,4.0,61.0,5715.0,800.0,6.0,3.0,6.0,4.0,7.0,6.0,,,,,3.0,0.0,Completed,1.14,5.5,1.14,6.96,1.18,6.96,1.14,5.69,19:10:00,02:00:00,21:10:00,20.1,2023-01-16 19:10:00,2023-01-16 21:10:00,29.6,25.7,27.9,62.0,49.0,54.3,0.0,0.0,0.0,0.0,0.0,0.0,0
141,Melbourne,Australian Open 2023,2023-01-16,Grand Slam,Outdoor,Hard,1st Round,5,lestienne,monteiro,55.0,77.0,842.0,690.0,6.0,3.0,7.0,6.0,6.0,3.0,,,,,3.0,0.0,Completed,2.1,1.73,2.19,1.76,2.19,1.84,2.08,1.76,19:40:00,02:28:00,22:08:00,20.1,2023-01-16 19:40:00,2023-01-16 22:08:00,29.6,24.4,26.7,63.0,50.0,56.8,0.0,0.0,0.0,0.0,0.0,0.0,0
142,Melbourne,Australian Open 2023,2023-01-16,Grand Slam,Outdoor,Hard,1st Round,5,harris,musetti,186.0,19.0,310.0,1925.0,6.0,4.0,6.0,1.0,6.0,7.0,2.0,6.0,7.0,6.0,3.0,2.0,Completed,3.4,1.33,3.61,1.34,3.61,1.39,3.35,1.33,19:45:00,03:48:00,23:33:00,20.1,2023-01-16 19:45:00,2023-01-16 23:33:00,29.6,22.9,25.5,67.0,50.0,60.2,0.0,0.0,0.0,0.0,0.0,0.0,0
143,Melbourne,Australian Open 2023,2023-01-16,Grand Slam,Outdoor,Hard,1st Round,5,medvedev,giron,8.0,56.0,3860.0,841.0,6.0,0.0,6.0,1.0,6.0,2.0,,,,,3.0,0.0,Completed,1.03,17.0,1.04,18.34,1.08,18.34,1.03,13.88,22:05:00,01:36:00,23:41:00,20.1,2023-01-16 22:05:00,2023-01-16 23:41:00,24.3,22.7,23.5,69.0,63.0,65.6,0.0,0.0,0.0,0.0,0.0,0.0,0
144,Melbourne,Australian Open 2023,2023-01-17,Grand Slam,Outdoor,Hard,1st Round,5,rublev,thiem,6.0,98.0,3930.0,561.0,6.0,3.0,6.0,4.0,6.0,2.0,,,,,3.0,0.0,Completed,1.25,4.0,1.28,4.13,1.3,4.2,1.27,3.84,11:10:00,02:10:00,13:20:00,20.1,2023-01-17 11:10:00,2023-01-17 13:20:00,40.8,29.8,35.6,45.0,27.0,34.8,0.0,0.0,0.0,0.0,0.0,0.0,0
145,Melbourne,Australian Open 2023,2023-01-17,Grand Slam,Outdoor,Hard,1st Round,5,chardy,galan,,70.0,,735.0,1.0,6.0,7.0,5.0,6.0,1.0,6.0,4.0,,,3.0,1.0,Completed,3.2,1.36,3.32,1.38,3.38,1.4,3.19,1.36,11:10:00,03:19:00,14:29:00,20.1,2023-01-17 11:10:00,2023-01-17 14:29:00,43.3,29.8,37.8,45.0,23.0,31.4,0.0,0.0,0.0,0.0,0.0,0.0,0
146,Melbourne,Australian Open 2023,2023-01-17,Grand Slam,Outdoor,Hard,1st Round,5,evans,bagnis,30.0,91.0,1380.0,595.0,6.0,4.0,4.0,6.0,6.0,4.0,6.0,4.0,,,3.0,1.0,Completed,1.11,6.5,1.14,7.05,1.15,7.05,1.12,6.38,11:10:00,03:29:00,14:39:00,20.1,2023-01-17 11:10:00,2023-01-17 14:39:00,43.3,29.8,38.0,45.0,23.0,31.1,0.0,0.0,0.0,0.0,0.0,0.0,0
147,Melbourne,Australian Open 2023,2023-01-17,Grand Slam,Outdoor,Hard,1st Round,5,bonzi,bellucci,48.0,152.0,911.0,374.0,4.0,6.0,6.0,3.0,7.0,6.0,6.0,4.0,,,3.0,1.0,Completed,1.4,3.0,1.4,3.23,1.42,3.25,1.39,3.01,11:15:00,03:16:00,14:31:00,20.1,2023-01-17 11:15:00,2023-01-17 14:31:00,43.3,30.2,38.0,44.0,23.0,31.1,0.0,0.0,0.0,0.0,0.0,0.0,0
148,Melbourne,Australian Open 2023,2023-01-17,Grand Slam,Outdoor,Hard,1st Round,5,dimitrov,karatsev,28.0,82.0,1395.0,635.0,7.0,6.0,7.0,5.0,6.0,2.0,,,,,3.0,0.0,Completed,1.4,3.0,1.41,3.17,1.5,3.17,1.4,3.0,11:15:00,02:19:00,13:34:00,20.1,2023-01-17 11:15:00,2023-01-17 13:34:00,41.2,30.2,36.4,44.0,26.0,33.5,0.0,0.0,0.0,0.0,0.0,0.0,0
149,Melbourne,Australian Open 2023,2023-01-17,Grand Slam,Outdoor,Hard,1st Round,5,djere,bergs,68.0,130.0,758.0,428.0,6.0,4.0,1.0,6.0,6.0,4.0,6.0,1.0,,,3.0,1.0,Completed,1.44,2.75,1.51,2.75,1.54,2.79,1.49,2.63,11:15:00,02:38:00,13:53:00,20.1,2023-01-17 11:15:00,2023-01-17 13:53:00,41.2,30.2,36.8,44.0,26.0,32.8,0.0,0.0,0.0,0.0,0.0,0.0,0
150,Melbourne,Australian Open 2023,2023-01-17,Grand Slam,Outdoor,Hard,1st Round,5,schwartzman,krutykh,26.0,188.0,1550.0,308.0,6.0,4.0,6.0,7.0,6.0,3.0,7.0,6.0,,,3.0,1.0,Completed,1.5,2.63,1.58,2.52,1.64,2.78,1.55,2.49,11:15:00,03:55:00,15:10:00,20.1,2023-01-17 11:15:00,2023-01-17 15:10:00,43.3,30.2,38.6,44.0,23.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0
151,Melbourne,Australian Open 2023,2023-01-17,Grand Slam,Outdoor,Hard,1st Round,5,jarry,kecmanovic,154.0,27.0,370.0,1445.0,6.0,3.0,6.0,4.0,7.0,6.0,,,,,3.0,0.0,Completed,3.5,1.3,3.87,1.31,3.87,1.35,3.58,1.3,12:25:00,02:01:00,14:26:00,20.1,2023-01-17 12:25:00,2023-01-17 14:26:00,43.3,38.3,40.8,30.0,24.0,26.7,0.0,0.0,0.0,0.0,0.0,0.0,0
152,Melbourne,Australian Open 2023,2023-01-17,Grand Slam,Outdoor,Hard,1st Round,5,davidovich fokina,bublik,32.0,36.0,1325.0,1130.0,6.0,0.0,6.0,7.0,3.0,6.0,6.0,4.0,6.0,3.0,3.0,2.0,Completed,1.73,2.1,1.76,2.2,1.82,2.25,1.72,2.13,12:25:00,03:12:00,15:37:00,20.1,2023-01-17 12:25:00,2023-01-17 15:37:00,43.3,38.3,41.0,30.0,23.0,25.8,0.0,0.0,0.0,0.0,0.0,0.0,0
153,Melbourne,Australian Open 2023,2023-01-17,Grand Slam,Outdoor,Hard,1st Round,5,carreno busta,cachin,15.0,58.0,2420.0,809.0,7.0,6.0,6.0,1.0,7.0,6.0,,,,,3.0,0.0,Completed,1.08,8.0,1.09,9.27,1.12,9.27,1.08,7.93,12:35:00,02:08:00,14:43:00,20.1,2023-01-17 12:35:00,2023-01-17 14:43:00,43.3,39.2,41.2,29.0,23.0,26.1,0.0,0.0,0.0,0.0,0.0,0.0,0
154,Melbourne,Australian Open 2023,2023-01-17,Grand Slam,Outdoor,Hard,1st Round,5,wolf,thompson,67.0,88.0,758.0,604.0,6.0,3.0,3.0,6.0,6.0,4.0,7.0,5.0,,,3.0,1.0,Completed,1.57,2.38,1.65,2.39,1.65,2.5,1.61,2.33,13:10:00,03:24:00,16:34:00,20.1,2023-01-17 13:10:00,2023-01-17 16:34:00,43.3,38.2,40.9,27.0,22.0,24.7,0.0,0.0,0.0,0.0,0.0,0.0,0
155,Melbourne,Australian Open 2023,2023-01-17,Grand Slam,Outdoor,Hard,1st Round,5,fritz,basilashvili,9.0,90.0,3545.0,595.0,6.0,4.0,6.0,2.0,4.0,6.0,7.0,5.0,,,3.0,1.0,Completed,1.03,17.0,1.04,16.86,1.04,18.0,1.03,14.25,13:50:00,02:24:00,16:14:00,20.1,2023-01-17 13:50:00,2023-01-17 16:14:00,43.3,38.2,40.9,26.0,23.0,24.6,0.0,0.0,0.0,0.0,0.0,0.0,0
156,Melbourne,Australian Open 2023,2023-01-17,Grand Slam,Outdoor,Hard,1st Round,5,rune,krajinovic,10.0,54.0,2876.0,845.0,6.0,2.0,6.0,3.0,6.0,4.0,,,,,3.0,0.0,Completed,1.14,5.5,1.18,5.65,1.21,5.65,1.17,5.08,14:05:00,02:03:00,16:08:00,20.1,2023-01-17 14:05:00,2023-01-17 16:08:00,43.3,38.2,40.9,26.0,23.0,24.5,0.0,0.0,0.0,0.0,0.0,0.0,0
157,Melbourne,Australian Open 2023,2023-01-17,Grand Slam,Outdoor,Hard,1st Round,5,shelton,zhang,89.0,96.0,604.0,567.0,4.0,6.0,6.0,3.0,6.0,2.0,2.0,6.0,7.0,6.0,3.0,2.0,Completed,1.4,3.0,1.46,2.95,1.46,3.0,1.43,2.87,14:10:00,03:31:00,17:41:00,20.1,2023-01-17 14:10:00,2023-01-17 17:41:00,43.3,38.2,40.4,26.0,21.0,23.6,0.0,0.0,0.0,0.0,0.0,0.0,0
158,Melbourne,Australian Open 2023,2023-01-17,Grand Slam,Outdoor,Hard,1st Round,5,murray,berrettini,66.0,14.0,770.0,2490.0,6.0,3.0,6.0,3.0,4.0,6.0,6.0,7.0,7.0,6.0,3.0,2.0,Completed,4.0,1.25,4.62,1.24,4.8,1.26,4.28,1.22,14:15:00,04:49:00,19:04:00,20.1,2023-01-17 14:15:00,2023-01-17 19:04:00,43.3,37.2,39.9,28.0,21.0,23.7,0.0,0.0,0.0,0.0,0.0,0.0,0
159,Melbourne,Australian Open 2023,2023-01-17,Grand Slam,Outdoor,Hard,1st Round,5,zverev,varillas,13.0,103.0,2560.0,546.0,4.0,6.0,6.0,1.0,5.0,7.0,7.0,6.0,6.0,4.0,3.0,2.0,Completed,1.06,10.0,1.1,8.9,1.1,10.0,1.08,8.35,15:35:00,04:06:00,19:41:00,20.1,2023-01-17 15:35:00,2023-01-17 19:41:00,41.7,36.0,38.9,31.0,21.0,24.4,0.0,0.0,0.0,0.0,0.0,0.0,0
160,Melbourne,Australian Open 2023,2023-01-17,Grand Slam,Outdoor,Hard,1st Round,5,paul,struff,35.0,167.0,1160.0,351.0,6.0,1.0,7.0,6.0,6.0,2.0,,,,,3.0,0.0,Completed,1.4,3.0,1.4,3.24,1.43,3.24,1.39,3.02,17:30:00,01:43:00,19:13:00,20.1,2023-01-17 17:30:00,2023-01-17 19:13:00,40.4,36.8,38.9,28.0,22.0,24.1,0.0,0.0,0.0,0.0,0.0,0.0,0
161,Melbourne,Australian Open 2023,2023-01-17,Grand Slam,Outdoor,Hard,1st Round,5,brooksby,o connell,39.0,80.0,1010.0,648.0,3.0,6.0,6.0,2.0,6.0,3.0,6.0,2.0,,,3.0,1.0,Completed,1.44,2.75,1.49,2.84,1.51,2.96,1.46,2.76,17:55:00,02:23:00,20:18:00,20.1,2023-01-17 17:55:00,2023-01-17 20:18:00,39.8,23.0,35.2,79.0,22.0,34.8,0.0,0.0,0.0,0.0,0.0,0.0,0
162,Melbourne,Australian Open 2023,2023-01-17,Grand Slam,Outdoor,Hard,1st Round,5,de minaur,hsu,24.0,209.0,1710.0,265.0,6.0,2.0,6.0,2.0,6.0,3.0,,,,,3.0,0.0,Completed,1.04,13.0,1.06,13.57,1.07,17.0,1.05,11.41,19:15:00,02:01:00,21:16:00,20.1,2023-01-17 19:15:00,2023-01-17 21:16:00,36.3,22.7,27.5,80.0,30.0,57.6,0.0,0.0,0.0,0.0,0.0,0.0,0
163,Melbourne,Australian Open 2023,2023-01-17,Grand Slam,Outdoor,Hard,1st Round,5,popyrin,tseng,113.0,115.0,506.0,490.0,4.0,6.0,7.0,6.0,6.0,7.0,7.0,6.0,6.0,1.0,3.0,2.0,Completed,1.17,5.0,1.16,6.33,1.17,6.33,1.15,5.56,21:35:00,04:26:00,02:01:00,20.1,2023-01-17 21:35:00,2023-01-18 02:01:00,24.7,22.4,23.4,73.0,58.0,65.9,0.0,0.0,0.0,0.0,0.0,0.0,0
164,Melbourne,Australian Open 2023,2023-01-17,Grand Slam,Outdoor,Hard,1st Round,5,ruud,machac,3.0,110.0,5720.0,512.0,6.0,3.0,7.0,6.0,6.0,7.0,6.0,3.0,,,3.0,1.0,Completed,1.17,5.0,1.19,5.52,1.22,6.26,1.17,5.1,22:00:00,03:15:00,01:15:00,20.1,2023-01-17 22:00:00,2023-01-18 01:15:00,24.7,22.5,23.5,73.0,58.0,65.9,0.0,0.0,0.0,0.0,0.0,0.0,0
165,Melbourne,Australian Open 2023,2023-01-17,Grand Slam,Outdoor,Hard,1st Round,5,djokovic,carballes baena,5.0,75.0,5070.0,695.0,6.0,3.0,6.0,4.0,6.0,0.0,,,,,3.0,0.0,Completed,1.01,29.0,1.02,30.3,1.02,30.3,1.01,19.91,22:40:00,02:02:00,00:42:00,20.1,2023-01-17 22:40:00,2023-01-18 00:42:00,24.4,22.5,23.4,73.0,60.0,67.8,0.0,0.0,0.0,0.0,0.0,0.0,0
166,Melbourne,Australian Open 2023,2023-01-18,Grand Slam,Outdoor,Hard,1st Round,5,ruusuvuori,purcell,46.0,205.0,941.0,268.0,4.0,6.0,6.0,3.0,6.0,4.0,7.0,6.0,,,3.0,1.0,Completed,1.36,3.2,1.41,3.18,1.41,3.35,1.35,3.2,12:30:00,03:41:00,16:11:00,20.1,2023-01-18 12:30:00,2023-01-18 16:11:00,17.2,15.8,16.5,93.0,88.0,91.9,0.0,0.0,0.0,0.0,0.0,0.0,0
