Unnamed: 0,Location,Tournament,Match Date,Series,Court,Surface,Round,Best of,Winner,Loser,WRank,LRank,WPts,LPts,W1,L1,W2,L2,W3,L3,W4,L4,W5,L5,Wsets,Lsets,Comment,B365W,B365L,PSW,PSL,MaxW,MaxL,AvgW,AvgL,Match Start Time,Match Duration,Match End Time,Altitude (in m),Start DateTime,End DateTime,Max Temp,Min Temp,Avg Temp,Max Hum,Min Hum,Avg Hum,Max Wind,Min Wind,Avg Wind,Max Gust,Min Gust,Avg Gust,Freq Gust
4587,Montreal,Canadian Open 2022,2022-08-08,Masters 1000,Outdoor,Hard,1st Round,3,khachanov,cerundolo,28.0,27.0,1395.0,1401.0,7.0,6.0,5.0,7.0,6.0,3.0,,,,,2.0,1.0,Completed,1.44,2.75,1.47,2.9,1.52,2.9,1.44,2.75,13:50:00,02:44:00,16:34:00,54.0,2022-08-08 13:50:00,2022-08-08 16:34:00,17.2,16.1,16.8,92.0,88.0,90.1,8.2,2.7,4.6,21.9,8.7,13.6,0
4588,Montreal,Canadian Open 2022,2022-08-08,Masters 1000,Outdoor,Hard,1st Round,3,molcan,mcdonald,42.0,72.0,1061.0,666.0,7.0,6.0,6.0,4.0,,,,,,,2.0,0.0,Completed,2.2,1.66,2.14,1.79,2.2,1.79,2.12,1.71,16:05:00,01:46:00,17:51:00,54.0,2022-08-08 16:05:00,2022-08-08 17:51:00,17.3,16.9,17.1,89.0,88.0,88.4,7.2,2.4,4.4,22.9,8.5,12.3,0
4589,Montreal,Canadian Open 2022,2022-08-08,Masters 1000,Outdoor,Hard,1st Round,3,ruusuvuori,wawrinka,44.0,322.0,991.0,145.0,6.0,3.0,3.0,6.0,6.0,3.0,,,,,2.0,1.0,Completed,1.3,3.5,1.31,3.84,1.33,3.85,1.3,3.54,16:10:00,02:11:00,18:21:00,54.0,2022-08-08 16:10:00,2022-08-08 18:21:00,17.3,16.9,17.1,89.0,88.0,88.5,7.2,2.4,4.3,22.9,6.4,11.6,1
4590,Montreal,Canadian Open 2022,2022-08-07,Masters 1000,Outdoor,Hard,1st Round,3,brooksby,bublik,46.0,41.0,972.0,1065.0,6.0,2.0,6.0,3.0,,,,,,,2.0,0.0,Completed,1.57,2.37,1.59,2.53,1.62,2.53,1.57,2.39,18:05:00,01:26:00,19:31:00,54.0,2022-08-07 18:05:00,2022-08-07 19:31:00,27.2,24.4,25.7,83.0,69.0,76.1,8.4,1.6,3.7,21.2,6.0,10.0,0
4591,Montreal,Canadian Open 2022,2022-09-08,Masters 1000,Outdoor,Hard,1st Round,3,carreno busta,berrettini,23.0,14.0,1555.0,2430.0,6.0,3.0,6.0,2.0,,,,,,,2.0,0.0,Completed,3.2,1.36,3.38,1.37,3.76,1.41,3.2,1.35,12:25:00,01:17:00,13:42:00,54.0,2022-09-08 12:25:00,2022-09-08 13:42:00,,,,,,,,,,,,,
4592,Montreal,Canadian Open 2022,2022-09-08,Masters 1000,Outdoor,Hard,1st Round,3,paul,pospisil,34.0,147.0,1220.0,378.0,6.0,4.0,6.0,4.0,,,,,,,2.0,0.0,Completed,1.25,4.0,1.27,4.28,1.27,4.55,1.24,4.06,12:30:00,01:25:00,13:55:00,54.0,2022-09-08 12:30:00,2022-09-08 13:55:00,,,,,,,,,,,,,
4593,Montreal,Canadian Open 2022,2022-09-08,Masters 1000,Outdoor,Hard,1st Round,3,cressy,karatsev,31.0,38.0,1279.0,1175.0,6.0,4.0,6.0,4.0,,,,,,,2.0,0.0,Completed,1.57,2.37,1.65,2.4,1.65,2.53,1.58,2.37,12:40:00,01:32:00,14:12:00,54.0,2022-09-08 12:40:00,2022-09-08 14:12:00,,,,,,,,,,,,,
4594,Montreal,Canadian Open 2022,2022-09-08,Masters 1000,Outdoor,Hard,1st Round,3,cilic,coric,16.0,157.0,2085.0,350.0,6.0,3.0,6.0,2.0,,,,,,,2.0,0.0,Completed,1.5,2.62,1.49,2.83,1.54,2.83,1.48,2.63,12:40:00,01:23:00,14:03:00,54.0,2022-09-08 12:40:00,2022-09-08 14:03:00,,,,,,,,,,,,,
4595,Montreal,Canadian Open 2022,2022-09-08,Masters 1000,Outdoor,Hard,1st Round,3,monfils,martinez,20.0,53.0,1615.0,860.0,7.0,6.0,3.0,6.0,6.0,2.0,,,,,2.0,1.0,Completed,1.57,2.37,1.67,2.35,1.67,2.59,1.61,2.31,14:05:00,02:46:00,16:51:00,54.0,2022-09-08 14:05:00,2022-09-08 16:51:00,,,,,,,,,,,,,
4596,Montreal,Canadian Open 2022,2022-09-08,Masters 1000,Outdoor,Hard,1st Round,3,dimitrov,galarneau,19.0,237.0,1775.0,215.0,6.0,4.0,7.0,5.0,,,,,,,2.0,0.0,Completed,1.14,5.5,1.16,6.2,1.16,7.9,1.14,5.73,14:15:00,01:36:00,15:51:00,54.0,2022-09-08 14:15:00,2022-09-08 15:51:00,,,,,,,,,,,,,
4597,Montreal,Canadian Open 2022,2022-09-08,Masters 1000,Outdoor,Hard,1st Round,3,mannarino,rinderknech,70.0,67.0,671.0,695.0,6.0,3.0,6.0,3.0,,,,,,,2.0,0.0,Completed,1.66,2.2,1.75,2.21,1.75,2.25,1.69,2.15,14:20:00,01:17:00,15:37:00,54.0,2022-09-08 14:20:00,2022-09-08 15:37:00,,,,,,,,,,,,,
4598,Montreal,Canadian Open 2022,2022-09-08,Masters 1000,Outdoor,Hard,1st Round,3,evans,krajinovic,39.0,47.0,1170.0,965.0,6.0,2.0,1.0,6.0,6.0,0.0,,,,,2.0,1.0,Completed,1.66,2.2,1.68,2.32,1.68,2.32,1.63,2.27,14:35:00,01:43:00,16:18:00,54.0,2022-09-08 14:35:00,2022-09-08 16:18:00,,,,,,,,,,,,,
4599,Montreal,Canadian Open 2022,2022-09-08,Masters 1000,Outdoor,Hard,1st Round,3,draper,gaston,82.0,76.0,639.0,657.0,6.0,2.0,6.0,3.0,,,,,,,2.0,0.0,Completed,1.33,3.4,1.34,3.63,1.34,3.63,1.31,3.44,16:20:00,01:23:00,17:43:00,54.0,2022-09-08 16:20:00,2022-09-08 17:43:00,,,,,,,,,,,,,
4600,Montreal,Canadian Open 2022,2022-09-08,Masters 1000,Outdoor,Hard,1st Round,3,de minaur,shapovalov,21.0,22.0,1585.0,1560.0,7.0,5.0,7.0,6.0,,,,,,,2.0,0.0,Completed,1.66,2.2,1.65,2.4,1.67,2.45,1.62,2.3,16:25:00,01:52:00,18:17:00,54.0,2022-09-08 16:25:00,2022-09-08 18:17:00,,,,,,,,,,,,,
4601,Montreal,Canadian Open 2022,2022-09-08,Masters 1000,Outdoor,Hard,1st Round,3,kyrgios,baez,37.0,32.0,1205.0,1263.0,6.0,4.0,6.0,4.0,,,,,,,2.0,0.0,Completed,1.16,5.0,1.2,5.18,1.2,5.35,1.18,4.84,16:55:00,01:25:00,18:20:00,54.0,2022-09-08 16:55:00,2022-09-08 18:20:00,,,,,,,,,,,,,
4602,Montreal,Canadian Open 2022,2022-09-08,Masters 1000,Outdoor,Hard,1st Round,3,rune,fognini,26.0,60.0,1425.0,766.0,6.0,3.0,7.0,5.0,,,,,,,2.0,0.0,Completed,1.72,2.1,1.68,2.32,1.75,2.38,1.64,2.23,17:00:00,01:42:00,18:42:00,54.0,2022-09-08 17:00:00,2022-09-08 18:42:00,,,,,,,,,,,,,
4603,Montreal,Canadian Open 2022,2022-09-08,Masters 1000,Outdoor,Hard,1st Round,3,tiafoe,bonzi,24.0,49.0,1506.0,919.0,6.0,7.0,7.0,5.0,6.0,3.0,,,,,2.0,1.0,Completed,1.44,2.75,1.43,3.06,1.5,3.15,1.42,2.85,17:05:00,02:36:00,19:41:00,54.0,2022-09-08 17:05:00,2022-09-08 19:41:00,,,,,,,,,,,,,
4604,Montreal,Canadian Open 2022,2022-09-08,Masters 1000,Outdoor,Hard,1st Round,3,bautista agut,giron,18.0,57.0,1850.0,801.0,7.0,6.0,6.0,3.0,,,,,,,2.0,0.0,Completed,1.3,3.5,1.37,3.41,1.03,16.0,1.02,13.75,17:40:00,01:58:00,19:38:00,54.0,2022-09-08 17:40:00,2022-09-08 19:38:00,,,,,,,,,,,,,
4605,Montreal,Canadian Open 2022,2022-09-07,Masters 1000,Outdoor,Hard,1st Round,3,norrie,nakashima,11.0,63.0,2985.0,719.0,6.0,4.0,6.0,4.0,,,,,,,2.0,0.0,Completed,1.5,2.62,1.58,2.55,1.62,2.84,1.53,2.5,18:25:00,01:14:00,19:39:00,54.0,2022-09-07 18:25:00,2022-09-07 19:39:00,,,,,,,,,,,,,
4606,Montreal,Canadian Open 2022,2022-09-07,Masters 1000,Outdoor,Hard,1st Round,3,nishioka,paire,54.0,104.0,852.0,511.0,6.0,2.0,6.0,3.0,,,,,,,2.0,0.0,Completed,1.57,2.37,1.57,2.57,1.67,2.57,1.57,2.42,18:55:00,01:13:00,20:08:00,54.0,2022-09-07 18:55:00,2022-09-07 20:08:00,,,,,,,,,,,,,
4607,Montreal,Canadian Open 2022,2022-10-07,Masters 1000,Outdoor,Hard,1st Round,3,fritz,murray,13.0,48.0,2860.0,950.0,6.0,1.0,6.0,3.0,,,,,,,2.0,0.0,Completed,1.4,3.0,1.43,3.06,1.45,3.2,1.4,2.93,19:00:00,01:27:00,20:27:00,54.0,2022-10-07 19:00:00,2022-10-07 20:27:00,,,,,,,,,,,,,
4608,Montreal,Canadian Open 2022,2022-10-07,Masters 1000,Outdoor,Hard,1st Round,3,van de zandschulp,kecmanovic,25.0,35.0,1462.0,1210.0,6.0,1.0,7.0,5.0,,,,,,,2.0,0.0,Completed,2.2,1.66,2.29,1.7,2.3,1.73,2.21,1.66,19:55:00,01:06:00,21:01:00,54.0,2022-10-07 19:55:00,2022-10-07 21:01:00,,,,,,,,,,,,,
4609,Montreal,Canadian Open 2022,2022-10-07,Masters 1000,Outdoor,Hard,1st Round,3,schwartzman,davidovich fokina,15.0,36.0,2245.0,1210.0,1.0,6.0,6.0,3.0,6.0,4.0,,,,,2.0,1.0,Completed,1.8,2.0,1.78,2.16,1.9,2.16,1.8,2.0,19:55:00,02:23:00,22:18:00,54.0,2022-10-07 19:55:00,2022-10-07 22:18:00,,,,,,,,,,,,,
4610,Montreal,Canadian Open 2022,2022-10-07,Masters 1000,Outdoor,Hard,1st Round,3,ramos vinolas,goffin,43.0,61.0,1005.0,745.0,7.0,6.0,6.0,2.0,,,,,,,2.0,0.0,Completed,3.0,1.4,3.18,1.41,3.2,1.41,3.04,1.38,20:20:00,01:46:00,22:06:00,54.0,2022-10-07 20:20:00,2022-10-07 22:06:00,,,,,,,,,,,,,
4611,Montreal,Canadian Open 2022,2022-10-07,Masters 1000,Outdoor,Hard,2nd Round,3,hurkacz,ruusuvuori,10.0,44.0,3015.0,991.0,6.0,3.0,6.0,7.0,6.0,2.0,,,,,2.0,1.0,Completed,1.53,2.5,1.63,2.44,1.63,2.53,1.58,2.38,20:50:00,02:20:00,23:10:00,54.0,2022-10-07 20:50:00,2022-10-07 23:10:00,,,,,,,,,,,,,
4612,Montreal,Canadian Open 2022,2022-10-08,Masters 1000,Outdoor,Hard,2nd Round,3,paul,alcaraz,34.0,4.0,1220.0,5035.0,6.0,7.0,7.0,6.0,6.0,3.0,,,,,2.0,1.0,Completed,4.5,1.2,4.49,1.25,4.57,1.24,4.27,1.22,11:10:00,03:20:00,14:30:00,54.0,2022-10-08 11:10:00,2022-10-08 14:30:00,,,,,,,,,,,,,
4613,Montreal,Canadian Open 2022,2022-10-08,Masters 1000,Outdoor,Hard,2nd Round,3,ruud,molcan,7.0,42.0,4685.0,1061.0,7.0,6.0,6.0,3.0,,,,,,,2.0,0.0,Completed,1.33,3.4,1.36,3.47,1.36,3.6,1.31,3.39,11:10:00,01:57:00,13:07:00,54.0,2022-10-08 11:10:00,2022-10-08 13:07:00,,,,,,,,,,,,,
4614,Montreal,Canadian Open 2022,2022-10-08,Masters 1000,Outdoor,Hard,2nd Round,3,bautista agut,brooksby,18.0,46.0,1850.0,972.0,7.0,5.0,6.0,1.0,,,,,,,2.0,0.0,Completed,1.72,2.1,1.85,2.07,1.85,2.2,1.77,2.04,12:40:00,01:37:00,14:17:00,54.0,2022-10-08 12:40:00,2022-10-08 14:17:00,,,,,,,,,,,,,
4615,Montreal,Canadian Open 2022,2022-10-08,Masters 1000,Outdoor,Hard,2nd Round,3,carreno busta,rune,23.0,26.0,1555.0,1425.0,6.0,0.0,6.0,3.0,,,,,,,2.0,0.0,Completed,1.44,2.75,1.47,2.86,1.5,2.95,1.44,2.78,12:55:00,00:55:00,13:50:00,54.0,2022-10-08 12:55:00,2022-10-08 13:50:00,,,,,,,,,,,,,
4616,Montreal,Canadian Open 2022,2022-10-08,Masters 1000,Outdoor,Hard,2nd Round,3,sinner,mannarino,12.0,70.0,2895.0,671.0,2.0,6.0,6.0,4.0,6.0,2.0,,,,,2.0,1.0,Completed,1.12,6.0,1.15,6.55,1.15,6.55,1.13,5.83,13:25:00,02:06:00,15:31:00,54.0,2022-10-08 13:25:00,2022-10-08 15:31:00,,,,,,,,,,,,,
4617,Montreal,Canadian Open 2022,2022-10-08,Masters 1000,Outdoor,Hard,2nd Round,3,kyrgios,medvedev,37.0,1.0,1205.0,7875.0,6.0,7.0,6.0,4.0,6.0,2.0,,,,,2.0,1.0,Completed,2.62,1.5,2.92,1.47,3.22,1.53,2.74,1.45,14:55:00,02:00:00,16:55:00,54.0,2022-10-08 14:55:00,2022-10-08 16:55:00,,,,,,,,,,,,,
4618,Montreal,Canadian Open 2022,2022-10-08,Masters 1000,Outdoor,Hard,2nd Round,3,cilic,khachanov,16.0,28.0,2085.0,1395.0,6.0,3.0,6.0,2.0,,,,,,,2.0,0.0,Completed,2.0,1.8,2.16,1.83,2.16,1.87,2.04,1.78,15:10:00,01:26:00,16:36:00,54.0,2022-10-08 15:10:00,2022-10-08 16:36:00,,,,,,,,,,,,,
4619,Montreal,Canadian Open 2022,2022-10-08,Masters 1000,Outdoor,Hard,2nd Round,3,de minaur,dimitrov,21.0,19.0,1585.0,1775.0,7.0,6.0,7.0,5.0,,,,,,,2.0,0.0,Completed,1.5,2.62,1.55,2.64,1.55,2.65,1.51,2.54,15:10:00,02:04:00,17:14:00,54.0,2022-10-08 15:10:00,2022-10-08 17:14:00,,,,,,,,,,,,,
4620,Montreal,Canadian Open 2022,2022-10-08,Masters 1000,Outdoor,Hard,2nd Round,3,monfils,cressy,20.0,31.0,1615.0,1279.0,7.0,6.0,7.0,6.0,,,,,,,2.0,0.0,Completed,2.1,1.72,2.15,1.79,2.26,1.79,2.14,1.71,15:50:00,02:04:00,17:54:00,54.0,2022-10-08 15:50:00,2022-10-08 17:54:00,,,,,,,,,,,,,
4621,Montreal,Canadian Open 2022,2022-10-08,Masters 1000,Outdoor,Hard,2nd Round,3,fritz,tiafoe,13.0,24.0,2860.0,1506.0,5.0,7.0,6.0,1.0,6.0,4.0,,,,,2.0,1.0,Completed,1.44,2.75,1.51,2.75,1.51,2.93,1.44,2.77,17:20:00,02:03:00,19:23:00,54.0,2022-10-08 17:20:00,2022-10-08 19:23:00,,,,,,,,,,,,,
4622,Montreal,Canadian Open 2022,2022-10-08,Masters 1000,Outdoor,Hard,2nd Round,3,ramos vinolas,schwartzman,43.0,15.0,1005.0,2245.0,6.0,4.0,6.0,2.0,,,,,,,2.0,0.0,Completed,3.0,1.4,3.02,1.44,3.16,1.59,2.97,1.39,17:30:00,01:59:00,19:29:00,54.0,2022-10-08 17:30:00,2022-10-08 19:29:00,,,,,,,,,,,,,
4623,Montreal,Canadian Open 2022,2022-10-07,Masters 1000,Outdoor,Hard,2nd Round,3,norrie,van de zandschulp,11.0,25.0,2985.0,1462.0,6.0,1.0,6.0,2.0,,,,,,,2.0,0.0,Completed,1.4,3.0,1.46,2.93,1.45,3.05,1.41,2.89,18:15:00,01:06:00,19:21:00,54.0,2022-10-07 18:15:00,2022-10-07 19:21:00,,,,,,,,,,,,,
4624,Montreal,Canadian Open 2022,2022-11-07,Masters 1000,Outdoor,Hard,2nd Round,3,evans,rublev,39.0,8.0,1170.0,3710.0,6.0,4.0,6.0,4.0,,,,,,,2.0,0.0,Completed,3.4,1.33,3.4,1.37,3.76,1.39,3.17,1.35,19:40:00,01:31:00,21:11:00,54.0,2022-11-07 19:40:00,2022-11-07 21:11:00,,,,,,,,,,,,,
4625,Montreal,Canadian Open 2022,2022-11-07,Masters 1000,Outdoor,Hard,2nd Round,3,auger aliassime,nishioka,9.0,54.0,3490.0,852.0,7.0,6.0,6.0,4.0,,,,,,,2.0,0.0,Completed,1.33,3.4,1.37,3.42,1.37,3.53,1.33,3.34,20:10:00,02:07:00,22:17:00,54.0,2022-11-07 20:10:00,2022-11-07 22:17:00,,,,,,,,,,,,,
4626,Montreal,Canadian Open 2022,2022-11-07,Masters 1000,Outdoor,Hard,2nd Round,3,draper,tsitsipas,82.0,5.0,639.0,5000.0,7.0,5.0,7.0,6.0,,,,,,,2.0,0.0,Completed,3.75,1.28,4.03,1.29,4.03,1.33,3.6,1.29,22:40:00,02:02:00,00:42:00,54.0,2022-11-07 22:40:00,2022-11-08 00:42:00,,,,,,,,,,,,,
4627,Montreal,Canadian Open 2022,2022-11-08,Masters 1000,Outdoor,Hard,3rd Round,3,ruud,bautista agut,7.0,18.0,4685.0,1850.0,6.0,7.0,7.0,6.0,6.0,4.0,,,,,2.0,1.0,Completed,1.72,2.1,1.78,2.16,1.87,2.16,1.76,2.07,12:10:00,03:18:00,15:28:00,54.0,2022-11-08 12:10:00,2022-11-08 15:28:00,,,,,,,,,,,,,
4628,Montreal,Canadian Open 2022,2022-11-08,Masters 1000,Outdoor,Hard,3rd Round,3,hurkacz,ramos vinolas,10.0,43.0,3015.0,1005.0,6.0,7.0,6.0,2.0,7.0,6.0,,,,,2.0,1.0,Completed,1.16,5.0,1.18,5.69,1.2,5.8,1.17,5.01,14:00:00,02:26:00,16:26:00,54.0,2022-11-08 14:00:00,2022-11-08 16:26:00,,,,,,,,,,,,,
4629,Montreal,Canadian Open 2022,2022-11-08,Masters 1000,Outdoor,Hard,3rd Round,3,auger aliassime,norrie,9.0,11.0,3490.0,2985.0,6.0,3.0,6.0,4.0,,,,,,,2.0,0.0,Completed,1.72,2.1,1.83,2.1,1.83,2.11,1.78,2.04,17:00:00,01:12:00,18:12:00,54.0,2022-11-08 17:00:00,2022-11-08 18:12:00,,,,,,,,,,,,,
4630,Montreal,Canadian Open 2022,2022-11-08,Masters 1000,Outdoor,Hard,3rd Round,3,evans,fritz,39.0,13.0,1170.0,2860.0,7.0,6.0,1.0,6.0,7.0,5.0,,,,,2.0,1.0,Completed,2.75,1.44,2.87,1.48,2.96,1.5,2.74,1.45,17:10:00,02:43:00,19:53:00,54.0,2022-11-08 17:10:00,2022-11-08 19:53:00,,,,,,,,,,,,,
4631,Montreal,Canadian Open 2022,2022-11-08,Masters 1000,Outdoor,Hard,3rd Round,3,kyrgios,de minaur,37.0,21.0,1205.0,1585.0,6.0,2.0,6.0,3.0,,,,,,,2.0,0.0,Completed,1.4,3.0,1.43,3.06,1.44,3.43,1.4,2.93,17:55:00,01:03:00,18:58:00,54.0,2022-11-08 17:55:00,2022-11-08 18:58:00,,,,,,,,,,,,,
4632,Montreal,Canadian Open 2022,2022-12-07,Masters 1000,Outdoor,Hard,3rd Round,3,draper,monfils,82.0,20.0,639.0,1615.0,6.0,2.0,0.0,2.0,,,,,,,1.0,0.0,Retired,2.1,1.72,2.25,1.72,2.25,1.8,2.14,1.71,19:15:00,00:55:00,20:10:00,54.0,2022-12-07 19:15:00,2022-12-07 20:10:00,,,,,,,,,,,,,
4633,Montreal,Canadian Open 2022,2022-12-07,Masters 1000,Outdoor,Hard,3rd Round,3,paul,cilic,34.0,16.0,1220.0,2085.0,6.0,4.0,6.0,2.0,,,,,,,2.0,0.0,Completed,2.2,1.66,2.26,1.72,2.28,1.74,2.17,1.69,19:20:00,01:25:00,20:45:00,54.0,2022-12-07 19:20:00,2022-12-07 20:45:00,,,,,,,,,,,,,
4634,Montreal,Canadian Open 2022,2022-12-07,Masters 1000,Outdoor,Hard,3rd Round,3,carreno busta,sinner,23.0,12.0,1555.0,2895.0,6.0,2.0,6.0,4.0,,,,,,,2.0,0.0,Completed,2.62,1.5,2.59,1.56,2.75,1.58,2.55,1.52,20:40:00,01:24:00,22:04:00,54.0,2022-12-07 20:40:00,2022-12-07 22:04:00,,,,,,,,,,,,,
4635,Montreal,Canadian Open 2022,2022-12-08,Masters 1000,Outdoor,Hard,Quarterfinals,3,hurkacz,kyrgios,10.0,37.0,3015.0,1205.0,7.0,6.0,6.0,7.0,6.0,1.0,,,,,2.0,1.0,Completed,3.5,1.3,3.23,1.39,3.6,1.39,3.27,1.34,12:15:00,01:47:00,14:02:00,54.0,2022-12-08 12:15:00,2022-12-08 14:02:00,,,,,,,,,,,,,
4636,Montreal,Canadian Open 2022,2022-12-08,Masters 1000,Outdoor,Hard,Quarterfinals,3,ruud,auger aliassime,7.0,9.0,4685.0,3490.0,6.0,1.0,6.0,2.0,,,,,,,2.0,0.0,Completed,2.5,1.53,2.51,1.6,2.6,1.6,2.48,1.54,14:20:00,01:15:00,15:35:00,54.0,2022-12-08 14:20:00,2022-12-08 15:35:00,,,,,,,,,,,,,
4637,Montreal,Canadian Open 2022,2022-12-07,Masters 1000,Outdoor,Hard,Quarterfinals,3,evans,paul,39.0,34.0,1170.0,1220.0,1.0,6.0,6.0,3.0,6.0,4.0,,,,,2.0,1.0,Completed,2.37,1.57,2.32,1.68,2.49,1.68,2.34,1.6,18:45:00,02:18:00,21:03:00,54.0,2022-12-07 18:45:00,2022-12-07 21:03:00,,,,,,,,,,,,,
4638,Montreal,Canadian Open 2022,2022-08-12,Masters 1000,Outdoor,Hard,Quarterfinals,3,carreno busta,draper,23.0,82.0,1555.0,639.0,7.0,6.0,6.0,1.0,,,,,,,2.0,0.0,Completed,1.4,3.0,1.41,3.18,1.44,3.24,1.4,2.99,21:25:00,01:54:00,23:19:00,54.0,2022-08-12 21:25:00,2022-08-12 23:19:00,18.6,18.2,18.5,67.0,66.0,66.2,3.2,0.2,1.4,8.7,2.7,4.8,0
4639,Montreal,Canadian Open 2022,2022-08-13,Masters 1000,Outdoor,Hard,Semifinals,3,hurkacz,ruud,10.0,7.0,3015.0,4685.0,5.0,7.0,6.0,3.0,6.0,2.0,,,,,2.0,1.0,Completed,1.9,1.9,2.03,1.88,2.05,2.0,1.93,1.89,15:10:00,02:02:00,17:12:00,54.0,2022-08-13 15:10:00,2022-08-13 17:12:00,24.4,23.4,24.0,42.0,40.0,40.9,6.1,1.8,4.0,14.3,5.6,10.0,0
4640,Montreal,Canadian Open 2022,2022-08-13,Masters 1000,Outdoor,Hard,Semifinals,3,carreno busta,evans,23.0,39.0,1555.0,1170.0,7.0,5.0,6.0,7.0,6.0,2.0,,,,,2.0,1.0,Completed,1.44,2.75,1.51,2.77,1.51,2.95,1.47,2.71,20:15:00,02:59:00,23:14:00,54.0,2022-08-13 20:15:00,2022-08-13 23:14:00,20.8,18.2,19.4,62.0,50.0,55.9,3.2,0.2,2.4,5.8,1.6,4.6,0
4641,Montreal,Canadian Open 2022,2022-08-14,Masters 1000,Outdoor,Hard,The Final,3,carreno busta,hurkacz,23.0,10.0,1555.0,3015.0,3.0,6.0,6.0,3.0,6.0,3.0,,,,,2.0,1.0,Completed,2.37,1.57,2.27,1.71,2.46,1.71,2.3,1.63,16:10:00,01:46:00,17:56:00,54.0,2022-08-14 16:10:00,2022-08-14 17:56:00,26.2,25.7,25.9,41.0,39.0,39.7,9.2,4.5,6.4,19.6,9.5,13.1,0
4642,Cincinnati,Cincinnati Open 2022,2022-08-14,Masters 1000,Outdoor,Hard,1st Round,3,van de zandschulp,cressy,24.0,32.0,1478.0,1304.0,6.0,2.0,4.0,6.0,6.0,4.0,,,,,2.0,1.0,Completed,1.72,2.1,1.99,1.92,2.0,2.12,1.84,1.95,16:10:00,02:02:00,18:12:00,236.8,2022-08-14 16:10:00,2022-08-14 18:12:00,24.8,23.1,24.3,86.0,76.0,80.7,0.0,0.0,0.0,0.5,0.0,0.0,0
4643,Cincinnati,Cincinnati Open 2022,2022-08-14,Masters 1000,Outdoor,Hard,1st Round,3,mcdonald,basilashvili,72.0,34.0,666.0,1290.0,6.0,0.0,6.0,1.0,,,,,,,2.0,0.0,Completed,1.36,3.2,1.42,3.13,1.42,3.25,1.37,3.04,22:40:00,00:53:00,23:33:00,236.8,2022-08-14 22:40:00,2022-08-14 23:33:00,18.7,18.6,18.6,98.0,98.0,98.0,0.0,0.0,0.0,0.0,0.0,0.0,0
4644,Cincinnati,Cincinnati Open 2022,2022-08-15,Masters 1000,Outdoor,Hard,1st Round,3,schwartzman,molcan,16.0,39.0,2200.0,1086.0,5.0,7.0,6.0,4.0,6.0,2.0,,,,,2.0,1.0,Completed,1.66,2.2,1.67,2.34,1.75,2.34,1.67,2.18,11:10:00,02:37:00,13:47:00,236.8,2022-08-15 11:10:00,2022-08-15 13:47:00,27.1,24.9,26.3,74.0,64.0,69.1,0.2,0.0,0.0,0.8,0.0,0.0,0
4645,Cincinnati,Cincinnati Open 2022,2022-08-15,Masters 1000,Outdoor,Hard,1st Round,3,karatsev,nakashima,38.0,66.0,1175.0,709.0,7.0,5.0,7.0,5.0,,,,,,,2.0,0.0,Completed,2.75,1.44,2.99,1.45,2.99,1.46,2.78,1.43,11:10:00,01:37:00,12:47:00,236.8,2022-08-15 11:10:00,2022-08-15 12:47:00,26.7,24.9,26.0,74.0,67.0,70.6,0.2,0.0,0.0,0.8,0.0,0.1,0
4646,Cincinnati,Cincinnati Open 2022,2022-08-15,Masters 1000,Outdoor,Hard,1st Round,3,bautista agut,cerundolo,19.0,27.0,1760.0,1402.0,6.0,7.0,6.0,4.0,6.0,2.0,,,,,2.0,1.0,Completed,1.36,3.2,1.38,3.36,1.4,3.38,1.35,3.13,11:10:00,02:39:00,13:49:00,236.8,2022-08-15 11:10:00,2022-08-15 13:49:00,27.1,24.9,26.3,74.0,64.0,69.0,0.2,0.0,0.0,0.8,0.0,0.0,0
4647,Cincinnati,Cincinnati Open 2022,2022-08-15,Masters 1000,Outdoor,Hard,1st Round,3,ruusuvuori,wolf,44.0,83.0,1001.0,617.0,7.0,6.0,6.0,2.0,,,,,,,2.0,0.0,Completed,1.53,2.5,1.6,2.51,1.6,2.6,1.54,2.46,13:05:00,01:30:00,14:35:00,236.8,2022-08-15 13:05:00,2022-08-15 14:35:00,27.2,26.5,26.9,68.0,62.0,65.5,0.0,0.0,0.0,0.0,0.0,0.0,0
4648,Cincinnati,Cincinnati Open 2022,2022-08-15,Masters 1000,Outdoor,Hard,1st Round,3,isner,bonzi,50.0,48.0,880.0,921.0,7.0,6.0,3.0,6.0,7.0,6.0,,,,,2.0,1.0,Completed,1.61,2.3,1.67,2.35,1.67,2.36,1.61,2.28,14:05:00,02:23:00,16:28:00,236.8,2022-08-15 14:05:00,2022-08-15 16:28:00,28.0,26.5,27.3,66.0,59.0,63.3,0.0,0.0,0.0,0.0,0.0,0.0,0
4649,Cincinnati,Cincinnati Open 2022,2022-08-15,Masters 1000,Outdoor,Hard,1st Round,3,norrie,rune,11.0,29.0,3065.0,1380.0,7.0,6.0,4.0,6.0,6.0,4.0,,,,,2.0,1.0,Completed,1.25,4.0,1.27,4.2,1.29,4.45,1.24,3.94,14:10:00,02:33:00,16:43:00,236.8,2022-08-15 14:10:00,2022-08-15 16:43:00,28.0,26.5,27.3,66.0,59.0,63.2,0.0,0.0,0.0,0.0,0.0,0.0,0
