ATP,Location,Tournament,Match Date,Series,Court,Surface,Round,Best of,Winner,Loser,WRank,LRank,WPts,LPts,W1,L1,W2,L2,W3,L3,W4,L4,W5,L5,Wsets,Lsets,Comment,B365W,B365L,PSW,PSL,MaxW,MaxL,AvgW,AvgL,Match Start Time,Match Duration,Match End Time,Altitude (in m)
5,Melbourne,Australian Open 2023,16/01/2023,Grand Slam,Outdoor,Hard,1st Round,5,moutet,wu,62,114,790,494,6,4,5,7,6,2,4,6,7,5,3,2,Completed,2.38,1.57,2.4,1.65,2.4,1.66,2.33,1.61,11:10:00,04:14:00,15:24:00,20.1
5,Melbourne,Australian Open 2023,16/01/2023,Grand Slam,Outdoor,Hard,1st Round,5,watanuki,rinderknech,138,59,413,807,6,3,6,3,6,2,,,,,3,0,Completed,2.3,1.62,2.18,1.77,2.45,1.77,2.28,1.64,11:10:00,01:43:00,12:53:00,20.1
5,Melbourne,Australian Open 2023,16/01/2023,Grand Slam,Outdoor,Hard,1st Round,5,van de zandschulp,ivashka,34,73,1205,705,6,3,3,6,7,5,6,3,,,3,1,Completed,1.36,3.2,1.47,2.91,1.52,3.3,1.39,3.03,11:10:00,03:32:00,14:42:00,20.1
5,Melbourne,Australian Open 2023,16/01/2023,Grand Slam,Outdoor,Hard,1st Round,5,etcheverry,barrere,79,83,649,635,3,6,6,3,6,4,6,4,,,3,1,Completed,2.3,1.62,2.43,1.63,2.55,1.67,2.36,1.6,11:10:00,02:56:00,14:06:00,20.1
5,Melbourne,Australian Open 2023,16/01/2023,Grand Slam,Outdoor,Hard,1st Round,5,sinner,edmund,16,581,2375,52,6,4,6,0,6,2,,,,,3,0,Completed,1.06,10,1.05,15.72,1.07,15.72,1.05,11.18,11:10:00,01:56:00,13:06:00,20.1
5,Melbourne,Australian Open 2023,16/01/2023,Grand Slam,Outdoor,Hard,1st Round,5,cerundolo,pella,29,181,1383,318,6,4,6,4,6,3,,,,,3,0,Completed,1.13,6,1.17,6.06,1.2,6.06,1.15,5.58,11:10:00,02:06:00,13:16:00,20.1
5,Melbourne,Australian Open 2023,16/01/2023,Grand Slam,Outdoor,Hard,1st Round,5,shang,otte,194,74,289,701,6,2,6,4,6,7,7,5,,,3,1,Completed,2.75,1.44,2.86,1.48,3,1.5,2.79,1.44,11:10:00,02:56:00,14:06:00,20.1
5,Melbourne,Australian Open 2023,16/01/2023,Grand Slam,Outdoor,Hard,1st Round,5,hurkacz,martinez,11,60,2860,801,7,6,6,2,6,2,,,,,3,0,Completed,1.06,10,1.06,13.22,1.06,13.22,1.05,10.6,12:35:00,01:49:00,14:24:00,20.1
5,Melbourne,Australian Open 2023,16/01/2023,Grand Slam,Outdoor,Hard,1st Round,5,korda,garin,31,87,1325,606,6,4,1,6,6,3,6,2,,,3,1,Completed,1.08,8,1.1,9.05,1.11,9.25,1.08,8.1,12:45:00,02:34:00,15:19:00,20.1
5,Melbourne,Australian Open 2023,16/01/2023,Grand Slam,Outdoor,Hard,1st Round,5,nishioka,ymer,33,69,1212,751,6,4,6,2,7,5,,,,,3,0,Completed,1.91,1.91,2.02,1.88,2.04,2,1.94,1.86,12:50:00,02:18:00,15:08:00,20.1
5,Melbourne,Australian Open 2023,16/01/2023,Grand Slam,Outdoor,Hard,1st Round,5,shapovalov,lajovic,22,86,1830,626,6,4,4,6,6,4,6,1,,,3,1,Completed,1.08,8,1.09,9.82,1.1,9.82,1.08,8.01,12:55:00,02:23:00,15:18:00,20.1
5,Melbourne,Australian Open 2023,16/01/2023,Grand Slam,Outdoor,Hard,1st Round,5,griekspoor,kotov,63,117,789,483,6,3,7,6,6,3,,,,,3,0,Completed,1.36,3.2,1.42,3.1,1.42,3.4,1.37,3.13,13:10:00,02:09:00,15:19:00,20.1
5,Melbourne,Australian Open 2023,16/01/2023,Grand Slam,Outdoor,Hard,1st Round,5,mcdonald,nakashima,65,49,775,902,7,6,7,6,1,6,6,7,6,4,3,2,Completed,2.5,1.53,2.59,1.56,2.72,1.6,2.54,1.52,13:25:00,04:02:00,17:27:00,20.1
5,Melbourne,Australian Open 2023,16/01/2023,Grand Slam,Outdoor,Hard,1st Round,5,khachanov,zapata miralles,20,72,1885,712,7,6,6,2,6,0,,,,,3,0,Completed,1.07,9,1.06,13,1.09,13,1.06,9.77,14:25:00,02:02:00,16:27:00,20.1
5,Melbourne,Australian Open 2023,16/01/2023,Grand Slam,Outdoor,Hard,1st Round,5,tiafoe,altmaier,17,92,2260,584,6,3,6,3,6,7,7,6,,,3,1,Completed,1.1,7,1.1,8.65,1.12,8.65,1.1,7.19,14:35:00,03:19:00,17:54:00,20.1
5,Melbourne,Australian Open 2023,16/01/2023,Grand Slam,Outdoor,Hard,1st Round,5,nadal,draper,2,38,5770,1020,7,5,2,6,6,4,6,1,,,3,1,Completed,1.36,3.2,1.44,3.02,1.44,3.3,1.39,3.02,14:50:00,03:41:00,18:31:00,20.1
5,Melbourne,Australian Open 2023,16/01/2023,Grand Slam,Outdoor,Hard,1st Round,5,daniel,escobedo,94,313,572,163,7,5,6,2,3,6,6,3,,,3,1,Completed,1.57,2.38,1.57,2.57,1.63,2.57,1.57,2.43,15:10:00,03:14:00,18:24:00,20.1
5,Melbourne,Australian Open 2023,16/01/2023,Grand Slam,Outdoor,Hard,1st Round,5,sonego,borges,47,111,925,512,7,6,6,3,6,7,6,1,,,3,1,Completed,1.3,3.5,1.37,3.37,1.38,3.6,1.34,3.27,15:40:00,03:17:00,18:57:00,20.1
5,Melbourne,Australian Open 2023,16/01/2023,Grand Slam,Outdoor,Hard,1st Round,5,lehecka,coric,71,23,717,1760,6,3,6,3,6,3,,,,,3,0,Completed,3.2,1.36,3.34,1.38,3.34,1.39,3.2,1.35,15:40:00,02:13:00,17:53:00,20.1
5,Melbourne,Australian Open 2023,16/01/2023,Grand Slam,Outdoor,Hard,1st Round,5,kubler,baez,84,44,633,975,6,4,6,4,6,4,,,,,3,0,Completed,1.33,3.4,1.36,3.48,1.36,3.66,1.33,3.38,15:45:00,02:16:00,18:01:00,20.1
5,Melbourne,Australian Open 2023,16/01/2023,Grand Slam,Outdoor,Hard,1st Round,5,svrcina,munar,216,64,249,777,6,3,6,2,6,2,,,,,3,0,Completed,2.75,1.44,2.74,1.52,2.8,1.52,2.64,1.48,16:00:00,02:16:00,18:16:00,20.1
5,Melbourne,Australian Open 2023,16/01/2023,Grand Slam,Outdoor,Hard,1st Round,5,millman,huesler,140,51,410,866,6,7,7,5,6,7,6,2,6,3,3,2,Completed,2.2,1.67,2.25,1.72,2.3,1.78,2.18,1.69,16:10:00,04:05:00,20:15:00,20.1
5,Melbourne,Australian Open 2023,16/01/2023,Grand Slam,Outdoor,Hard,1st Round,5,eubanks,kwon,116,52,487,862,6,3,6,7,6,3,4,6,6,4,3,2,Completed,2.38,1.57,2.65,1.55,2.65,1.62,2.38,1.58,16:30:00,03:08:00,19:38:00,20.1
5,Melbourne,Australian Open 2023,16/01/2023,Grand Slam,Outdoor,Hard,1st Round,5,fucsovics,coria,78,76,687,695,4,6,7,5,2,6,7,6,6,2,3,2,Completed,1.14,5.5,1.17,5.96,1.22,6,1.16,5.38,16:45:00,04:17:00,21:02:00,20.1
5,Melbourne,Australian Open 2023,16/01/2023,Grand Slam,Outdoor,Hard,1st Round,5,molcan,wawrinka,53,139,850,412,6,7,6,3,1,6,7,6,6,4,3,2,Completed,3.75,1.29,3.89,1.3,4,1.31,3.7,1.28,17:10:00,04:22:00,21:32:00,20.1
5,Melbourne,Australian Open 2023,16/01/2023,Grand Slam,Outdoor,Hard,1st Round,5,hijikata,hanfmann,169,128,344,435,4,6,4,6,6,3,7,6,6,3,3,2,Completed,2,1.8,1.98,1.93,2.1,1.93,1.98,1.83,17:50:00,04:25:00,22:15:00,20.1
5,Melbourne,Australian Open 2023,16/01/2023,Grand Slam,Outdoor,Hard,1st Round,5,norrie,van assche,12,143,2680,403,7,6,6,0,6,3,,,,,3,0,Completed,1.06,10,1.07,11.47,1.09,11.47,1.06,9.17,18:20:00,02:22:00,20:42:00,20.1
5,Melbourne,Australian Open 2023,16/01/2023,Grand Slam,Outdoor,Hard,1st Round,5,auger aliassime,pospisil,7,99,3895,560,1,6,7,6,7,6,6,3,,,3,1,Completed,1.07,9,1.08,10.82,1.08,10.82,1.07,8.87,18:30:00,03:58:00,22:28:00,20.1
5,Melbourne,Australian Open 2023,16/01/2023,Grand Slam,Outdoor,Hard,1st Round,5,tsitsipas,halys,4,61,5715,800,6,3,6,4,7,6,,,,,3,0,Completed,1.14,5.5,1.14,6.96,1.18,6.96,1.14,5.69,19:10:00,02:00:00,21:10:00,20.1
5,Melbourne,Australian Open 2023,16/01/2023,Grand Slam,Outdoor,Hard,1st Round,5,lestienne,monteiro,55,77,842,690,6,3,7,6,6,3,,,,,3,0,Completed,2.1,1.73,2.19,1.76,2.19,1.84,2.08,1.76,19:40:00,02:28:00,22:08:00,20.1
5,Melbourne,Australian Open 2023,16/01/2023,Grand Slam,Outdoor,Hard,1st Round,5,harris,musetti,186,19,310,1925,6,4,6,1,6,7,2,6,7,6,3,2,Completed,3.4,1.33,3.61,1.34,3.61,1.39,3.35,1.33,19:45:00,03:48:00,23:33:00,20.1
5,Melbourne,Australian Open 2023,16/01/2023,Grand Slam,Outdoor,Hard,1st Round,5,medvedev,giron,8,56,3860,841,6,0,6,1,6,2,,,,,3,0,Completed,1.03,17,1.04,18.34,1.08,18.34,1.03,13.88,22:05:00,01:36:00,23:41:00,20.1
5,Melbourne,Australian Open 2023,17/01/2023,Grand Slam,Outdoor,Hard,1st Round,5,rublev,thiem,6,98,3930,561,6,3,6,4,6,2,,,,,3,0,Completed,1.25,4,1.28,4.13,1.3,4.2,1.27,3.84,11:10:00,02:10:00,13:20:00,20.1
5,Melbourne,Australian Open 2023,17/01/2023,Grand Slam,Outdoor,Hard,1st Round,5,chardy,galan,,70,,735,1,6,7,5,6,1,6,4,,,3,1,Completed,3.2,1.36,3.32,1.38,3.38,1.4,3.19,1.36,11:10:00,03:19:00,14:29:00,20.1
5,Melbourne,Australian Open 2023,17/01/2023,Grand Slam,Outdoor,Hard,1st Round,5,evans,bagnis,30,91,1380,595,6,4,4,6,6,4,6,4,,,3,1,Completed,1.11,6.5,1.14,7.05,1.15,7.05,1.12,6.38,11:10:00,03:29:00,14:39:00,20.1
5,Melbourne,Australian Open 2023,17/01/2023,Grand Slam,Outdoor,Hard,1st Round,5,bonzi,bellucci,48,152,911,374,4,6,6,3,7,6,6,4,,,3,1,Completed,1.4,3,1.4,3.23,1.42,3.25,1.39,3.01,11:15:00,03:16:00,14:31:00,20.1
5,Melbourne,Australian Open 2023,17/01/2023,Grand Slam,Outdoor,Hard,1st Round,5,dimitrov,karatsev,28,82,1395,635,7,6,7,5,6,2,,,,,3,0,Completed,1.4,3,1.41,3.17,1.5,3.17,1.4,3,11:15:00,02:19:00,13:34:00,20.1
5,Melbourne,Australian Open 2023,17/01/2023,Grand Slam,Outdoor,Hard,1st Round,5,djere,bergs,68,130,758,428,6,4,1,6,6,4,6,1,,,3,1,Completed,1.44,2.75,1.51,2.75,1.54,2.79,1.49,2.63,11:15:00,02:38:00,13:53:00,20.1
5,Melbourne,Australian Open 2023,17/01/2023,Grand Slam,Outdoor,Hard,1st Round,5,schwartzman,krutykh,26,188,1550,308,6,4,6,7,6,3,7,6,,,3,1,Completed,1.5,2.63,1.58,2.52,1.64,2.78,1.55,2.49,11:15:00,03:55:00,15:10:00,20.1
5,Melbourne,Australian Open 2023,17/01/2023,Grand Slam,Outdoor,Hard,1st Round,5,jarry,kecmanovic,154,27,370,1445,6,3,6,4,7,6,,,,,3,0,Completed,3.5,1.3,3.87,1.31,3.87,1.35,3.58,1.3,12:25:00,02:01:00,14:26:00,20.1
5,Melbourne,Australian Open 2023,17/01/2023,Grand Slam,Outdoor,Hard,1st Round,5,davidovich fokina,bublik,32,36,1325,1130,6,0,6,7,3,6,6,4,6,3,3,2,Completed,1.73,2.1,1.76,2.2,1.82,2.25,1.72,2.13,12:25:00,03:12:00,15:37:00,20.1
5,Melbourne,Australian Open 2023,17/01/2023,Grand Slam,Outdoor,Hard,1st Round,5,carreno busta,cachin,15,58,2420,809,7,6,6,1,7,6,,,,,3,0,Completed,1.08,8,1.09,9.27,1.12,9.27,1.08,7.93,12:35:00,02:08:00,14:43:00,20.1
5,Melbourne,Australian Open 2023,17/01/2023,Grand Slam,Outdoor,Hard,1st Round,5,wolf,thompson,67,88,758,604,6,3,3,6,6,4,7,5,,,3,1,Completed,1.57,2.38,1.65,2.39,1.65,2.5,1.61,2.33,13:10:00,03:24:00,16:34:00,20.1
5,Melbourne,Australian Open 2023,17/01/2023,Grand Slam,Outdoor,Hard,1st Round,5,fritz,basilashvili,9,90,3545,595,6,4,6,2,4,6,7,5,,,3,1,Completed,1.03,17,1.04,16.86,1.04,18,1.03,14.25,13:50:00,02:24:00,16:14:00,20.1
5,Melbourne,Australian Open 2023,17/01/2023,Grand Slam,Outdoor,Hard,1st Round,5,rune,krajinovic,10,54,2876,845,6,2,6,3,6,4,,,,,3,0,Completed,1.14,5.5,1.18,5.65,1.21,5.65,1.17,5.08,14:05:00,02:03:00,16:08:00,20.1
5,Melbourne,Australian Open 2023,17/01/2023,Grand Slam,Outdoor,Hard,1st Round,5,shelton,zhang,89,96,604,567,4,6,6,3,6,2,2,6,7,6,3,2,Completed,1.4,3,1.46,2.95,1.46,3,1.43,2.87,14:10:00,03:31:00,17:41:00,20.1
5,Melbourne,Australian Open 2023,17/01/2023,Grand Slam,Outdoor,Hard,1st Round,5,murray,berrettini,66,14,770,2490,6,3,6,3,4,6,6,7,7,6,3,2,Completed,4,1.25,4.62,1.24,4.8,1.26,4.28,1.22,14:15:00,04:49:00,19:04:00,20.1
5,Melbourne,Australian Open 2023,17/01/2023,Grand Slam,Outdoor,Hard,1st Round,5,zverev,varillas,13,103,2560,546,4,6,6,1,5,7,7,6,6,4,3,2,Completed,1.06,10,1.1,8.9,1.1,10,1.08,8.35,15:35:00,04:06:00,19:41:00,20.1
5,Melbourne,Australian Open 2023,17/01/2023,Grand Slam,Outdoor,Hard,1st Round,5,paul,struff,35,167,1160,351,6,1,7,6,6,2,,,,,3,0,Completed,1.4,3,1.4,3.24,1.43,3.24,1.39,3.02,17:30:00,01:43:00,19:13:00,20.1
5,Melbourne,Australian Open 2023,17/01/2023,Grand Slam,Outdoor,Hard,1st Round,5,brooksby,o connell,39,80,1010,648,3,6,6,2,6,3,6,2,,,3,1,Completed,1.44,2.75,1.49,2.84,1.51,2.96,1.46,2.76,17:55:00,02:23:00,20:18:00,20.1
5,Melbourne,Australian Open 2023,17/01/2023,Grand Slam,Outdoor,Hard,1st Round,5,de minaur,hsu,24,209,1710,265,6,2,6,2,6,3,,,,,3,0,Completed,1.04,13,1.06,13.57,1.07,17,1.05,11.41,19:15:00,02:01:00,21:16:00,20.1
5,Melbourne,Australian Open 2023,17/01/2023,Grand Slam,Outdoor,Hard,1st Round,5,popyrin,tseng,113,115,506,490,4,6,7,6,6,7,7,6,6,1,3,2,Completed,1.17,5,1.16,6.33,1.17,6.33,1.15,5.56,21:35:00,04:26:00,02:01:00,20.1
5,Melbourne,Australian Open 2023,17/01/2023,Grand Slam,Outdoor,Hard,1st Round,5,ruud,machac,3,110,5720,512,6,3,7,6,6,7,6,3,,,3,1,Completed,1.17,5,1.19,5.52,1.22,6.26,1.17,5.1,22:00:00,03:15:00,01:15:00,20.1
5,Melbourne,Australian Open 2023,17/01/2023,Grand Slam,Outdoor,Hard,1st Round,5,djokovic,carballes baena,5,75,5070,695,6,3,6,4,6,0,,,,,3,0,Completed,1.01,29,1.02,30.3,1.02,30.3,1.01,19.91,22:40:00,02:02:00,00:42:00,20.1
5,Melbourne,Australian Open 2023,18/01/2023,Grand Slam,Outdoor,Hard,1st Round,5,ruusuvuori,purcell,46,205,941,268,4,6,6,3,6,4,7,6,,,3,1,Completed,1.36,3.2,1.41,3.18,1.41,3.35,1.35,3.2,12:30:00,03:41:00,16:11:00,20.1
5,Melbourne,Australian Open 2023,18/01/2023,Grand Slam,Outdoor,Hard,1st Round,5,humbert,gasquet,106,42,523,990,6,3,6,4,6,3,,,,,3,0,Completed,2.1,1.73,2.05,1.86,2.02,2.03,1.86,1.8,12:30:00,01:58:00,14:28:00,20.1
5,Melbourne,Australian Open 2023,18/01/2023,Grand Slam,Outdoor,Hard,1st Round,5,kudla,safiullin,108,97,522,563,3,6,7,5,7,6,6,3,,,3,1,Completed,3.2,1.36,3.47,1.35,3.47,1.41,3.19,1.36,12:30:00,03:02:00,15:32:00,20.1
5,Melbourne,Australian Open 2023,18/01/2023,Grand Slam,Outdoor,Hard,1st Round,5,mmoh,lokoli,107,175,523,326,7,6,6,4,6,2,,,,,3,0,Completed,1.53,2.5,,,1.62,2.5,1.58,2.42,13:00:00,04:23:00,17:23:00,20.1
5,Melbourne,Australian Open 2023,18/01/2023,Grand Slam,Outdoor,Hard,1st Round,5,mannarino,isner,45,43,971,980,6,7,7,6,6,2,6,2,,,3,1,Completed,2,1.8,2.01,1.9,2.16,1.9,2,1.82,19:10:00,03:03:00,22:13:00,20.1
5,Melbourne,Australian Open 2023,18/01/2023,Grand Slam,Outdoor,Hard,1st Round,5,holt,vukic,215,146,255,384,6,4,1,6,6,3,3,6,6,3,3,2,Completed,2.38,1.57,2.38,1.65,2.45,1.65,2.35,1.6,19:15:00,03:16:00,22:31:00,20.1
5,Melbourne,Australian Open 2023,18/01/2023,Grand Slam,Outdoor,Hard,1st Round,5,bautista agut,sousa,25,81,1675,644,6,3,6,2,6,2,,,,,3,0,Completed,1.08,8,1.09,9.27,1.1,9.43,1.08,8.27,19:15:00,01:51:00,21:06:00,20.1
5,Melbourne,Australian Open 2023,18/01/2023,Grand Slam,Outdoor,Hard,1st Round,5,couacaud,dellien,191,131,302,425,6,4,7,5,6,0,,,,,3,0,Completed,1.11,6.5,1.13,7.08,1.19,7.33,1.13,6.27,20:10:00,01:51:00,22:01:00,20.1
5,Melbourne,Australian Open 2023,18/01/2023,Grand Slam,Outdoor,Hard,1st Round,5,cressy,ramos vinolas,41,37,992,1075,7,6,7,5,3,6,6,3,,,3,1,Completed,1.36,3.2,1.41,3.17,1.41,3.35,1.38,3.06,20:15:00,03:23:00,23:38:00,20.1
5,Melbourne,Australian Open 2023,18/01/2023,Grand Slam,Outdoor,Hard,1st Round,5,kokkinakis,fognini,159,57,362,823,6,1,6,2,6,2,,,,,3,0,Completed,1.17,5,1.19,5.56,1.22,6,1.18,5,20:40:00,01:45:00,22:25:00,20.1
5,Melbourne,Australian Open 2023,18/01/2023,Grand Slam,Outdoor,Hard,2nd Round,5,sinner,etcheverry,16,79,2375,649,6,3,6,2,6,2,,,,,3,0,Completed,1.05,11,1.04,17.66,1.07,18,1.04,11.92,11:10:00,01:44:00,12:54:00,20.1
5,Melbourne,Australian Open 2023,18/01/2023,Grand Slam,Outdoor,Hard,2nd Round,5,auger aliassime,molcan,7,53,3895,850,3,6,3,6,6,3,6,2,6,2,3,2,Completed,1.05,11,1.08,11.09,1.1,14,1.07,9.08,14:05:00,03:02:00,17:07:00,20.1
5,Melbourne,Australian Open 2023,18/01/2023,Grand Slam,Outdoor,Hard,2nd Round,5,mcdonald,nadal,65,2,775,5770,6,4,6,4,7,5,,,,,3,0,Completed,9,1.07,9.06,1.09,9.52,1.12,7.88,1.08,15:00:00,02:32:00,17:32:00,20.1
5,Melbourne,Australian Open 2023,18/01/2023,Grand Slam,Outdoor,Hard,2nd Round,5,tiafoe,shang,17,194,2260,289,6,4,6,4,6,1,,,,,3,0,Completed,1.14,5.5,1.1,8.34,1.15,8.34,1.11,6.68,15:40:00,01:58:00,17:38:00,20.1
5,Melbourne,Australian Open 2023,18/01/2023,Grand Slam,Outdoor,Hard,2nd Round,5,fucsovics,harris,78,186,687,310,6,2,6,3,5,7,6,4,,,3,1,Completed,1.8,2,1.91,1.98,1.91,2.05,1.85,1.97,18:05:00,03:05:00,21:10:00,20.1
5,Melbourne,Australian Open 2023,18/01/2023,Grand Slam,Outdoor,Hard,2nd Round,5,khachanov,kubler,20,84,1885,633,6,4,5,7,6,4,6,2,,,3,1,Completed,1.29,3.75,1.29,3.93,1.3,4.11,1.28,3.73,18:05:00,02:53:00,20:58:00,20.1
5,Melbourne,Australian Open 2023,18/01/2023,Grand Slam,Outdoor,Hard,2nd Round,5,medvedev,millman,8,140,3860,410,7,5,6,2,6,2,,,,,3,0,Completed,1.02,19,1.02,27.6,1.04,28.58,1.02,17.35,19:35:00,02:19:00,21:54:00,20.1
5,Melbourne,Australian Open 2023,18/01/2023,Grand Slam,Outdoor,Hard,2nd Round,5,nishioka,svrcina,33,216,1212,249,6,3,6,4,6,2,,,,,3,0,Completed,1.25,4,1.27,4.24,1.28,4.45,1.24,4.11,20:05:00,01:47:00,21:52:00,20.1
5,Melbourne,Australian Open 2023,18/01/2023,Grand Slam,Outdoor,Hard,2nd Round,5,cerundolo,moutet,29,62,1383,790,3,6,6,4,6,2,7,5,,,3,1,Completed,1.91,1.91,2.05,1.85,2.05,1.95,1.97,1.85,20:30:00,03:11:00,23:41:00,20.1
5,Melbourne,Australian Open 2023,18/01/2023,Grand Slam,Outdoor,Hard,2nd Round,5,shapovalov,daniel,22,94,1830,572,6,3,7,6,7,5,,,,,3,0,Completed,1.17,5,1.19,5.48,1.2,5.85,1.17,5.13,21:00:00,02:45:00,23:45:00,20.1
5,Melbourne,Australian Open 2023,18/01/2023,Grand Slam,Outdoor,Hard,2nd Round,5,hurkacz,sonego,11,47,2860,925,3,6,7,6,2,6,6,3,6,3,3,2,Completed,1.25,4,1.29,4.05,1.34,4.25,1.26,3.91,21:15:00,03:53:00,01:08:00,20.1
5,Melbourne,Australian Open 2023,18/01/2023,Grand Slam,Outdoor,Hard,2nd Round,5,tsitsipas,hijikata,4,169,5715,344,6,3,6,0,6,2,,,,,3,0,Completed,1.05,11,1.03,19.14,1.08,19.14,1.04,12.14,21:20:00,01:32:00,22:52:00,20.1
5,Melbourne,Australian Open 2023,18/01/2023,Grand Slam,Outdoor,Hard,2nd Round,5,korda,watanuki,31,138,1325,413,6,2,7,5,6,4,,,,,3,0,Completed,1.22,4.33,1.21,5.01,1.25,5.01,1.22,4.38,21:30:00,02:27:00,23:57:00,20.1
5,Melbourne,Australian Open 2023,18/01/2023,Grand Slam,Outdoor,Hard,2nd Round,5,griekspoor,van de zandschulp,63,34,789,1205,6,4,6,4,6,4,,,,,3,0,Completed,2.1,1.73,2.17,1.78,2.29,1.79,2.11,1.73,21:55:00,02:04:00,23:59:00,20.1
5,Melbourne,Australian Open 2023,18/01/2023,Grand Slam,Outdoor,Hard,2nd Round,5,lehecka,eubanks,71,116,717,487,6,4,6,4,3,6,6,3,,,3,1,Completed,1.44,2.75,1.46,2.9,1.52,3.01,1.45,2.76,21:55:00,02:19:00,00:14:00,20.1
5,Melbourne,Australian Open 2023,18/01/2023,Grand Slam,Outdoor,Hard,2nd Round,5,norrie,lestienne,12,55,2680,842,6,3,3,6,7,6,6,3,,,3,1,Completed,1.1,7,1.11,8.07,1.12,8.34,1.1,7.11,22:15:00,03:13:00,01:28:00,20.1
5,Melbourne,Australian Open 2023,19/01/2023,Grand Slam,Outdoor,Hard,2nd Round,5,evans,chardy,30,,1380,,6,4,6,4,6,1,,,,,3,0,Completed,1.13,6,1.13,7.49,1.19,7.49,1.12,6.27,11:05:00,01:58:00,13:03:00,20.1
5,Melbourne,Australian Open 2023,19/01/2023,Grand Slam,Outdoor,Hard,2nd Round,5,paul,davidovich fokina,35,32,1160,1325,6,2,2,6,6,7,6,3,6,4,3,2,Completed,1.5,2.63,1.49,2.84,1.54,2.84,1.49,2.63,11:10:00,03:50:00,15:00:00,20.1
5,Melbourne,Australian Open 2023,19/01/2023,Grand Slam,Outdoor,Hard,2nd Round,5,brooksby,ruud,39,3,1010,5720,6,3,7,5,6,7,6,2,,,3,1,Completed,3.4,1.33,3.61,1.34,3.64,1.36,3.34,1.33,13:05:00,03:55:00,17:00:00,20.1
5,Melbourne,Australian Open 2023,19/01/2023,Grand Slam,Outdoor,Hard,2nd Round,5,rublev,ruusuvuori,6,46,3930,941,6,2,6,4,6,7,6,3,,,3,1,Completed,1.22,4.33,1.23,4.69,1.27,5.3,1.21,4.49,13:10:00,02:42:00,15:52:00,20.1
5,Melbourne,Australian Open 2023,19/01/2023,Grand Slam,Outdoor,Hard,2nd Round,5,shelton,jarry,89,154,604,370,7,6,7,6,7,5,,,,,3,0,Completed,1.8,2,1.85,2.06,1.9,2.24,1.81,2.01,13:15:00,02:38:00,15:53:00,20.1
5,Melbourne,Australian Open 2023,19/01/2023,Grand Slam,Outdoor,Hard,2nd Round,5,wolf,schwartzman,67,26,758,1550,6,1,6,4,6,4,,,,,3,0,Completed,1.53,2.5,1.49,2.83,1.59,2.83,1.51,2.56,13:25:00,01:43:00,15:08:00,20.1
5,Melbourne,Australian Open 2023,19/01/2023,Grand Slam,Outdoor,Hard,2nd Round,5,popyrin,fritz,113,9,506,3545,6,7,7,6,6,4,6,7,6,2,3,2,Completed,6.5,1.11,8.3,1.11,8.3,1.12,7.16,1.1,15:15:00,04:02:00,19:17:00,20.1
5,Melbourne,Australian Open 2023,19/01/2023,Grand Slam,Outdoor,Hard,2nd Round,5,humbert,kudla,106,108,523,522,6,2,6,7,6,2,6,4,,,3,1,Completed,1.44,2.75,1.45,2.97,1.49,2.97,1.44,2.81,15:15:00,02:54:00,18:09:00,20.1
5,Melbourne,Australian Open 2023,19/01/2023,Grand Slam,Outdoor,Hard,2nd Round,5,mmoh,zverev,107,13,523,2560,6,7,6,4,6,3,6,2,,,3,1,Completed,4.5,1.2,5.26,1.2,5.26,1.22,4.73,1.19,15:55:00,03:26:00,19:21:00,20.1
5,Melbourne,Australian Open 2023,19/01/2023,Grand Slam,Outdoor,Hard,2nd Round,5,dimitrov,djere,28,68,1395,758,6,3,6,2,6,0,,,,,3,0,Completed,1.29,3.75,1.27,4.16,1.3,4.35,1.25,3.97,17:40:00,01:34:00,19:14:00,20.1
5,Melbourne,Australian Open 2023,19/01/2023,Grand Slam,Outdoor,Hard,2nd Round,5,rune,cressy,10,41,2876,992,7,5,6,4,6,4,,,,,3,0,Completed,1.17,5,1.2,5.21,1.2,5.5,1.18,5.01,18:10:00,02:07:00,20:17:00,20.1
5,Melbourne,Australian Open 2023,19/01/2023,Grand Slam,Outdoor,Hard,2nd Round,5,bautista agut,holt,25,215,1675,255,4,6,2,6,6,3,6,2,6,2,3,2,Completed,1.1,7,1.1,8.84,1.13,8.84,1.09,7.64,18:30:00,02:56:00,21:26:00,20.1
5,Melbourne,Australian Open 2023,19/01/2023,Grand Slam,Outdoor,Hard,2nd Round,5,bonzi,carreno busta,48,15,911,2420,4,6,4,6,7,6,6,1,7,6,3,2,Completed,3.2,1.36,3.41,1.37,3.41,1.4,3.17,1.36,18:40:00,04:11:00,22:51:00,20.1
5,Melbourne,Australian Open 2023,19/01/2023,Grand Slam,Outdoor,Hard,2nd Round,5,de minaur,mannarino,24,45,1710,971,7,6,4,6,6,4,6,1,,,3,1,Completed,1.17,5,1.18,5.68,1.19,5.68,1.17,5.13,19:45:00,03:28:00,23:13:00,20.1
5,Melbourne,Australian Open 2023,19/01/2023,Grand Slam,Outdoor,Hard,2nd Round,5,djokovic,couacaud,5,191,5070,302,6,1,6,7,6,2,6,0,,,3,1,Completed,1.01,29,1.01,42,1.02,42,1.01,22.36,20:00:00,03:04:00,23:04:00,20.1
