ATP,Location,Tournament,Match Date,Series,Court,Surface,Round,Best of,Winner,Loser,WRank,LRank,WPts,LPts,W1,L1,W2,L2,W3,L3,W4,L4,W5,L5,Wsets,Lsets,Comment,B365W,B365L,PSW,PSL,MaxW,MaxL,AvgW,AvgL,Match Start Time,Match Duration,Match End Time,Altitude (in m)
5,Melbourne,Australian Open 2021,09/02/2021,Grand Slam,Outdoor,Hard,1st Round,5,kokkinakis,kwon,267,97,209,768,6,4,6,1,6,1,,,,,3,0,Completed,1.72,2.1,1.68,2.33,1.77,2.35,1.67,2.21,18:50:00,01:33:00,20:23:00,20.1
5,Melbourne,Australian Open 2021,09/02/2021,Grand Slam,Outdoor,Hard,1st Round,5,berrettini,anderson,10,81,3345,845,7,6,7,5,6,3,,,,,3,0,Completed,1.33,3.4,1.42,3.13,1.42,3.56,1.35,3.22,19:15:00,02:23:00,21:38:00,20.1
5,Melbourne,Australian Open 2021,09/02/2021,Grand Slam,Outdoor,Hard,1st Round,5,safiullin,ivashka,183,110,357,681,6,4,6,3,6,4,,,,,3,0,Completed,1.57,2.37,1.67,2.36,1.7,2.47,1.61,2.33,19:20:00,02:06:00,21:26:00,20.1
5,Melbourne,Australian Open 2021,09/02/2021,Grand Slam,Outdoor,Hard,1st Round,5,tsitsipas,simon,6,66,5965,990,6,1,6,2,6,1,,,,,3,0,Completed,1.06,10,1.05,13.34,1.08,15,1.04,11.11,20:25:00,01:32:00,21:57:00,20.1
5,Melbourne,Australian Open 2021,10/02/2021,Grand Slam,Outdoor,Hard,2nd Round,5,karatsev,gerasimov,114,79,642,854,6,0,6,1,6,0,,,,,3,0,Completed,1.53,2.5,1.69,2.3,1.69,2.55,1.58,2.39,11:10:00,01:33:00,12:43:00,20.1
5,Melbourne,Australian Open 2021,10/02/2021,Grand Slam,Outdoor,Hard,2nd Round,5,fucsovics,wawrinka,55,18,1072,2365,7,5,6,1,4,6,2,6,7,6,3,2,Completed,3,1.4,2.95,1.46,3.2,1.48,2.9,1.41,12:15:00,03:59:00,16:14:00,20.1
5,Melbourne,Australian Open 2021,10/02/2021,Grand Slam,Outdoor,Hard,2nd Round,5,martinez,ruusuvuori,87,86,810,816,1,6,6,3,6,2,7,6,,,3,1,Completed,3,1.4,3.26,1.39,3.26,1.47,2.96,1.4,12:40:00,03:09:00,15:49:00,20.1
5,Melbourne,Australian Open 2021,10/02/2021,Grand Slam,Outdoor,Hard,2nd Round,5,auger aliassime,duckworth,19,105,2346,721,6,4,6,1,6,2,,,,,3,0,Completed,1.2,4.5,1.24,4.57,1.25,5,1.21,4.43,12:45:00,01:45:00,14:30:00,20.1
5,Melbourne,Australian Open 2021,10/02/2021,Grand Slam,Outdoor,Hard,2nd Round,5,schwartzman,muller,9,210,3480,305,6,2,6,0,6,3,,,,,3,0,Completed,1.08,8,1.09,9.69,1.14,11.75,1.08,8.26,12:45:00,01:32:00,14:17:00,20.1
5,Melbourne,Australian Open 2021,10/02/2021,Grand Slam,Outdoor,Hard,2nd Round,5,raonic,moutet,14,71,2630,928,6,7,6,1,6,1,6,4,,,3,1,Completed,1.12,6,1.14,6.76,1.17,7,1.13,6.14,13:55:00,02:25:00,16:20:00,20.1
5,Melbourne,Australian Open 2021,10/02/2021,Grand Slam,Outdoor,Hard,2nd Round,5,djokovic,tiafoe,1,64,12030,1005,6,3,6,7,7,6,6,3,,,3,1,Completed,29,0.967,1.02,24.5,1.02,29,1.01,19.55,14:50:00,03:30:00,18:20:00,20.1
5,Melbourne,Australian Open 2021,10/02/2021,Grand Slam,Outdoor,Hard,2nd Round,5,thiem,koepfer,3,70,9125,931,6,4,6,0,6,2,,,,,3,0,Completed,1.06,10,1.04,14.88,1.08,15,1.04,11.65,15:25:00,01:39:00,17:04:00,20.1
5,Melbourne,Australian Open 2021,10/02/2021,Grand Slam,Outdoor,Hard,2nd Round,5,lajovic,bublik,27,45,1785,1220,6,4,7,6,4,6,6,3,,,3,1,Completed,2.75,1.44,3.18,1.41,3.26,1.48,2.94,1.41,15:35:00,03:05:00,18:40:00,20.1
5,Melbourne,Australian Open 2021,10/02/2021,Grand Slam,Outdoor,Hard,2nd Round,5,fritz,opelka,31,38,1695,1422,4,6,7,6,6,7,7,6,6,2,3,2,Completed,1.66,2.2,1.77,2.18,1.77,2.25,1.7,2.15,15:55:00,04:07:00,20:02:00,20.1
5,Melbourne,Australian Open 2021,10/02/2021,Grand Slam,Outdoor,Hard,2nd Round,5,shapovalov,tomic,12,233,2830,253,6,1,6,3,6,2,,,,,3,0,Completed,1.07,9,1.08,10.06,1.1,10.06,1.07,8.37,16:15:00,01:47:00,18:02:00,20.1
5,Melbourne,Australian Open 2021,10/02/2021,Grand Slam,Outdoor,Hard,2nd Round,5,mannarino,kecmanovic,36,41,1561,1353,6,1,6,2,6,4,,,,,3,0,Completed,2.1,1.72,2.39,1.65,2.39,1.77,2.17,1.7,18:45:00,01:50:00,20:35:00,20.1
5,Melbourne,Australian Open 2021,10/02/2021,Grand Slam,Outdoor,Hard,2nd Round,5,carreno busta,vesely,16,68,2585,958,6,3,7,6,2,6,6,4,,,3,1,Completed,1.22,4.33,1.22,4.92,1.24,5.5,1.2,4.57,19:00:00,02:33:00,21:33:00,20.1
5,Melbourne,Australian Open 2021,10/02/2021,Grand Slam,Outdoor,Hard,2nd Round,5,kyrgios,humbert,47,34,1190,1671,5,7,6,4,3,6,7,6,6,4,3,2,Completed,1.8,2,1.78,2.16,1.92,2.19,1.79,2.02,19:45:00,03:25:00,23:10:00,20.1
5,Melbourne,Australian Open 2021,10/02/2021,Grand Slam,Outdoor,Hard,2nd Round,5,zverev,cressy,7,172,5615,389,7,5,6,4,6,3,,,,,3,0,Completed,1.08,8,1.06,12.02,1.08,12.02,1.06,9.84,20:45:00,02:04:00,22:49:00,20.1
5,Melbourne,Australian Open 2021,10/02/2021,Grand Slam,Outdoor,Hard,2nd Round,5,dimitrov,bolt,21,166,2260,400,7,6,6,1,6,2,,,,,3,0,Completed,1.22,4.33,1.2,5.3,1.27,5.5,1.2,4.5,22:10:00,01:50:00,00:00:00,20.1
5,Melbourne,Australian Open 2021,11/02/2021,Grand Slam,Outdoor,Hard,2nd Round,5,lopez,sonego,65,35,998,1588,5,7,3,6,6,3,7,5,6,4,3,2,Completed,4,1.25,4.1,1.28,4.33,1.32,3.92,1.25,11:10:00,03:18:00,14:28:00,20.1
5,Melbourne,Australian Open 2021,11/02/2021,Grand Slam,Outdoor,Hard,2nd Round,5,rublev,monteiro,8,74,4429,894,6,4,6,4,7,6,,,,,3,0,Completed,1.04,13,1.06,13.05,1.07,16,1.03,12.39,12:10:00,02:08:00,14:18:00,20.1
5,Melbourne,Australian Open 2021,11/02/2021,Grand Slam,Outdoor,Hard,2nd Round,5,harris,popyrin,91,113,793,643,6,2,1,6,6,3,6,7,6,3,3,2,Completed,1.61,2.3,1.71,2.27,1.71,2.38,1.64,2.25,12:35:00,03:00:00,15:35:00,20.1
5,Melbourne,Australian Open 2021,11/02/2021,Grand Slam,Outdoor,Hard,2nd Round,5,ymer,alcaraz,95,141,775,484,2,6,6,4,6,4,7,6,,,3,1,Completed,2.62,1.5,2.58,1.57,2.67,1.57,2.53,1.52,12:40:00,03:08:00,15:48:00,20.1
5,Melbourne,Australian Open 2021,11/02/2021,Grand Slam,Outdoor,Hard,2nd Round,5,ruud,paul,28,53,1739,1080,3,6,6,2,6,4,7,5,,,3,1,Completed,1.72,2.1,1.78,2.16,1.8,2.25,1.72,2.11,12:50:00,02:43:00,15:33:00,20.1
5,Melbourne,Australian Open 2021,11/02/2021,Grand Slam,Outdoor,Hard,2nd Round,5,khachanov,berankis,20,73,2290,909,6,2,6,4,6,4,,,,,3,0,Completed,1.25,4,1.31,3.79,1.31,4.15,1.26,3.79,13:10:00,01:57:00,15:07:00,20.1
5,Melbourne,Australian Open 2021,11/02/2021,Grand Slam,Outdoor,Hard,2nd Round,5,krajinovic,andujar,33,59,1673,1044,6,2,5,7,6,1,6,4,,,3,1,Completed,1.12,6,1.14,6.69,1.15,7.3,1.12,6.12,14:50:00,02:57:00,17:47:00,20.1
5,Melbourne,Australian Open 2021,11/02/2021,Grand Slam,Outdoor,Hard,2nd Round,5,tsitsipas,kokkinakis,6,267,5965,209,6,7,6,4,6,1,6,7,6,4,3,2,Completed,1.08,8,1.11,8.27,1.13,8.73,1.09,7.48,14:55:00,04:32:00,19:27:00,20.1
5,Melbourne,Australian Open 2021,11/02/2021,Grand Slam,Outdoor,Hard,2nd Round,5,berrettini,machac,10,199,3345,333,6,3,6,2,4,6,6,3,,,3,1,Completed,1.05,11,1.07,10.94,1.09,12,1.06,9.51,15:35:00,02:39:00,18:14:00,20.1
5,Melbourne,Australian Open 2021,11/02/2021,Grand Slam,Outdoor,Hard,2nd Round,5,mcdonald,coric,192,25,345,1855,6,4,6,2,4,6,6,4,,,3,1,Completed,4.5,1.2,4.93,1.22,5.35,1.22,4.73,1.18,15:35:00,02:29:00,18:04:00,20.1
5,Melbourne,Australian Open 2021,11/02/2021,Grand Slam,Outdoor,Hard,2nd Round,5,albot,o connell,85,121,817,568,6,2,7,5,7,6,,,,,3,0,Completed,2.5,1.53,2.48,1.61,2.55,1.63,2.45,1.55,15:55:00,02:20:00,18:15:00,20.1
5,Melbourne,Australian Open 2021,11/02/2021,Grand Slam,Outdoor,Hard,2nd Round,5,fognini,caruso,17,78,2535,863,4,6,6,2,2,6,6,3,7,6,3,2,Completed,1.4,3,1.49,2.82,1.49,3.21,1.43,2.8,17:10:00,03:56:00,21:06:00,20.1
5,Melbourne,Australian Open 2021,11/02/2021,Grand Slam,Outdoor,Hard,2nd Round,5,norrie,safiullin,69,183,935,357,3,6,7,5,6,3,7,6,,,3,1,Completed,1.36,3.2,1.38,3.33,1.46,3.38,1.37,3.11,18:25:00,03:31:00,21:56:00,20.1
5,Melbourne,Australian Open 2021,11/02/2021,Grand Slam,Outdoor,Hard,2nd Round,5,de minaur,cuevas,23,72,2065,927,6,3,6,3,7,5,,,,,3,0,Completed,1.08,8,1.07,10.7,1.09,10.7,1.07,8.23,19:15:00,01:59:00,21:14:00,20.1
5,Melbourne,Australian Open 2021,11/02/2021,Grand Slam,Outdoor,Hard,2nd Round,5,medvedev,carballes baena,4,99,8715,751,6,2,7,5,6,1,,,,,3,0,Completed,1.005,29,1.01,29.43,1.03,41,1.01,21.79,21:25:00,01:44:00,23:09:00,20.1
5,Melbourne,Australian Open 2021,11/02/2021,Grand Slam,Outdoor,Hard,2nd Round,5,nadal,mmoh,2,177,9850,368,6,1,6,4,6,2,,,,,3,0,Completed,1.01,23,1.02,22.58,1.02,29,1.01,18.7,21:45:00,01:47:00,23:32:00,20.1
5,Melbourne,Australian Open 2021,12/02/2021,Grand Slam,Outdoor,Hard,3rd Round,5,dimitrov,carreno busta,21,16,2260,2585,6,0,1,0,,,,,,,1,0,Retired,1.72,2.1,1.85,2.06,1.87,2.28,1.75,2.08,14:10:00,00:38:00,14:48:00,20.1
5,Melbourne,Australian Open 2021,12/02/2021,Grand Slam,Outdoor,Hard,3rd Round,5,zverev,mannarino,7,36,5615,1561,6,3,6,3,6,1,,,,,3,0,Completed,1.14,5.5,1.16,6.05,1.17,7,1.14,5.68,15:20:00,01:43:00,17:03:00,20.1
5,Melbourne,Australian Open 2021,12/02/2021,Grand Slam,Outdoor,Hard,3rd Round,5,lajovic,martinez,27,87,1785,810,6,7,7,5,6,1,6,4,,,3,1,Completed,1.72,2.1,1.81,2.12,1.83,2.28,1.73,2.11,15:45:00,03:13:00,18:58:00,20.1
5,Melbourne,Australian Open 2021,12/02/2021,Grand Slam,Outdoor,Hard,3rd Round,5,karatsev,schwartzman,114,9,642,3480,6,3,6,3,6,3,,,,,3,0,Completed,3.4,1.33,3.61,1.34,3.65,1.41,3.33,1.33,17:10:00,01:52:00,19:02:00,20.1
5,Melbourne,Australian Open 2021,12/02/2021,Grand Slam,Outdoor,Hard,3rd Round,5,raonic,fucsovics,14,55,2630,1072,7,6,5,7,6,2,6,2,,,3,1,Completed,1.14,5.5,1.13,7.08,1.17,7.08,1.13,6.02,17:15:00,03:13:00,20:28:00,20.1
5,Melbourne,Australian Open 2021,12/02/2021,Grand Slam,Outdoor,Hard,3rd Round,5,auger aliassime,shapovalov,19,12,2346,2830,7,5,7,5,6,3,,,,,3,0,Completed,2.75,1.44,2.57,1.57,3.06,1.57,2.72,1.46,19:10:00,02:28:00,21:38:00,20.1
5,Melbourne,Australian Open 2021,12/02/2021,Grand Slam,Outdoor,Hard,3rd Round,5,thiem,kyrgios,3,47,9125,1190,4,6,4,6,6,3,6,4,6,4,3,2,Completed,1.28,3.75,1.27,4.22,1.3,4.33,1.25,3.95,19:20:00,03:21:00,22:41:00,20.1
5,Melbourne,Australian Open 2021,12/02/2021,Grand Slam,Outdoor,Hard,3rd Round,5,djokovic,fritz,1,31,12030,1695,7,6,6,4,3,6,4,6,6,2,3,2,Completed,1.01,21,1.01,27.5,1.03,34,1.01,19.34,20:45:00,03:25:00,00:10:00,20.1
5,Melbourne,Australian Open 2021,13/02/2021,Grand Slam,Outdoor,Hard,3rd Round,5,ruud,albot,28,85,1739,817,6,1,5,7,6,4,6,4,,,3,1,Completed,1.33,3.4,1.32,3.72,1.35,3.72,1.32,3.4,12:45:00,02:58:00,15:43:00,20.1
5,Melbourne,Australian Open 2021,13/02/2021,Grand Slam,Outdoor,Hard,3rd Round,5,mcdonald,harris,192,91,345,793,7,6,6,1,6,4,,,,,3,0,Completed,2.2,1.66,2.1,1.83,2.21,1.87,2.09,1.75,13:05:00,02:01:00,15:06:00,20.1
5,Melbourne,Australian Open 2021,13/02/2021,Grand Slam,Outdoor,Hard,3rd Round,5,medvedev,krajinovic,4,33,8715,1673,6,3,6,3,4,6,3,6,6,0,3,2,Completed,1.05,11,1.06,12.78,1.07,13.5,1.05,10.07,13:25:00,03:06:00,16:31:00,20.1
5,Melbourne,Australian Open 2021,13/02/2021,Grand Slam,Outdoor,Hard,3rd Round,5,tsitsipas,ymer,6,95,5965,775,6,4,6,1,6,1,,,,,3,0,Completed,1.03,15,1.04,15.32,1.06,16.25,1.04,12.17,15:30:00,01:34:00,17:04:00,20.1
5,Melbourne,Australian Open 2021,13/02/2021,Grand Slam,Outdoor,Hard,3rd Round,5,rublev,lopez,8,65,4429,998,7,5,6,2,6,3,,,,,3,0,Completed,1.02,19,1.03,17.33,1.04,19.1,1.03,13.97,15:50:00,01:32:00,17:22:00,20.1
5,Melbourne,Australian Open 2021,13/02/2021,Grand Slam,Outdoor,Hard,3rd Round,5,berrettini,khachanov,10,20,3345,2290,7,6,7,6,7,6,,,,,3,0,Completed,1.4,3,1.43,3.05,1.48,3.3,1.4,2.95,17:25:00,02:59:00,20:24:00,20.1
5,Melbourne,Australian Open 2021,13/02/2021,Grand Slam,Outdoor,Hard,3rd Round,5,fognini,de minaur,17,23,2535,2065,6,4,6,3,6,4,,,,,3,0,Completed,5.5,1.14,5.99,1.17,7.13,1.19,5.59,1.14,21:00:00,02:08:00,23:08:00,20.1
5,Melbourne,Australian Open 2021,13/02/2021,Grand Slam,Outdoor,Hard,3rd Round,5,nadal,norrie,2,69,9850,935,7,5,6,2,7,5,,,,,3,0,Completed,1.02,19,1.03,17.95,1.04,26,1.02,15.15,21:00:00,02:14:00,23:14:00,20.1
5,Melbourne,Australian Open 2021,14/02/2021,Grand Slam,Outdoor,Hard,4th Round,5,karatsev,auger aliassime,114,19,642,2346,3,6,1,6,6,3,6,3,6,4,3,2,Completed,2.5,1.53,2.77,1.52,2.85,1.6,2.53,1.52,12:40:00,03:25:00,16:05:00,20.1
5,Melbourne,Australian Open 2021,14/02/2021,Grand Slam,Outdoor,Hard,4th Round,5,dimitrov,thiem,21,3,2260,9125,6,4,6,4,6,0,,,,,3,0,Completed,3.4,1.33,3.59,1.35,3.98,1.36,3.45,1.31,16:05:00,02:01:00,18:06:00,20.1
5,Melbourne,Australian Open 2021,14/02/2021,Grand Slam,Outdoor,Hard,4th Round,5,zverev,lajovic,7,27,5615,1785,6,4,7,6,6,3,,,,,3,0,Completed,1.06,10,1.07,11.65,1.08,13.7,1.06,9.75,18:45:00,02:21:00,21:06:00,20.1
5,Melbourne,Australian Open 2021,14/02/2021,Grand Slam,Outdoor,Hard,4th Round,5,djokovic,raonic,1,14,12030,2630,7,6,4,6,6,1,6,4,,,3,1,Completed,1.44,2.75,1.51,2.81,1.52,2.97,1.46,2.73,21:30:00,02:56:00,00:26:00,20.1
5,Melbourne,Australian Open 2021,15/02/2021,Grand Slam,Outdoor,Hard,4th Round,5,medvedev,mcdonald,4,192,8715,345,6,4,6,2,6,3,,,,,3,0,Completed,1.03,15,1.05,14.03,1.06,16,1.04,12.13,13:05:00,01:29:00,14:34:00,20.1
5,Melbourne,Australian Open 2021,15/02/2021,Grand Slam,Outdoor,Hard,4th Round,5,rublev,ruud,8,28,4429,1739,6,2,7,6,,,,,,,2,0,Retired,1.08,8,1.12,8.05,1.12,8.9,1.09,7.46,14:55:00,01:17:00,16:12:00,20.1
5,Melbourne,Australian Open 2021,15/02/2021,Grand Slam,Outdoor,Hard,4th Round,5,nadal,fognini,2,17,9850,2535,6,3,6,4,6,2,,,,,3,0,Completed,1.16,5,1.16,6.47,1.21,6.47,1.15,5.43,15:25:00,02:16:00,17:41:00,20.1
5,Melbourne,Australian Open 2021,15/02/2021,Grand Slam,Outdoor,Hard,4th Round,5,tsitsipas,berrettini,6,10,5965,3345,,,,,,,,,,,,,Walkover,1.25,4,1.29,4.08,1.3,4.2,1.26,3.9,,,,20.1
5,Melbourne,Australian Open 2021,16/02/2021,Grand Slam,Outdoor,Hard,Quarterfinals,5,karatsev,dimitrov,114,21,642,2260,2,6,6,4,6,1,6,2,,,3,1,Completed,3.5,1.3,3.6,1.35,3.75,1.38,3.42,1.32,15:15:00,02:32:00,17:47:00,20.1
5,Melbourne,Australian Open 2021,16/02/2021,Grand Slam,Outdoor,Hard,Quarterfinals,5,djokovic,zverev,1,7,12030,5615,6,7,6,2,6,4,7,6,,,3,1,Completed,1.57,2.37,1.68,2.33,1.69,2.61,1.58,2.4,21:05:00,03:30:00,00:35:00,20.1
5,Melbourne,Australian Open 2021,17/02/2021,Grand Slam,Outdoor,Hard,Quarterfinals,5,medvedev,rublev,4,8,8715,4429,7,5,6,3,6,2,,,,,3,0,Completed,1.44,2.75,1.46,2.93,1.48,3.32,1.42,2.89,15:30:00,02:05:00,17:35:00,20.1
5,Melbourne,Australian Open 2021,17/02/2021,Grand Slam,Outdoor,Hard,Quarterfinals,5,tsitsipas,nadal,6,2,5965,9850,3,6,2,6,7,6,6,4,7,5,3,2,Completed,2.75,1.44,2.97,1.45,3.2,1.48,2.9,1.42,19:45:00,04:05:00,23:50:00,20.1
5,Melbourne,Australian Open 2021,18/02/2021,Grand Slam,Outdoor,Hard,Semifinals,5,djokovic,karatsev,1,114,12030,642,6,3,6,4,6,2,,,,,3,0,Completed,1.07,9,1.08,10.24,1.11,10.5,1.07,8.72,19:45:00,01:53:00,21:38:00,20.1
5,Melbourne,Australian Open 2021,19/02/2021,Grand Slam,Outdoor,Hard,Semifinals,5,medvedev,tsitsipas,4,6,8715,5965,6,4,6,2,7,5,,,,,3,0,Completed,1.4,3,1.46,2.93,1.46,3.3,1.41,2.97,19:45:00,02:09:00,21:54:00,20.1
5,Melbourne,Australian Open 2021,21/02/2021,Grand Slam,Outdoor,Hard,The Final,5,djokovic,medvedev,1,4,12030,8715,7,5,6,2,6,2,,,,,3,0,Completed,1.83,2,1.83,2.09,1.97,2.1,1.84,2,19:45:00,01:53:00,21:38:00,20.1
15,Dubai ,Dubai Tennis Championships 2021,14/03/2021,ATP500,Outdoor,Hard,1st Round,3,nishikori,opelka,41,38,1423,1457,3,6,6,3,6,4,,,,,2,1,Completed,2.1,1.72,2.23,1.72,2.38,1.78,2.18,1.68,14:15:00,01:36:00,15:51:00,6.8
15,Dubai ,Dubai Tennis Championships 2021,14/03/2021,ATP500,Outdoor,Hard,1st Round,3,chardy,ramos vinolas,53,47,1120,1360,6,3,3,6,6,4,,,,,2,1,Completed,1.36,3.2,1.36,3.4,1.37,3.75,1.32,3.34,14:55:00,02:02:00,16:57:00,6.8
15,Dubai ,Dubai Tennis Championships 2021,14/03/2021,ATP500,Outdoor,Hard,1st Round,3,karatsev,gerasimov,42,77,1395,936,6,4,6,4,,,,,,,2,0,Completed,1.4,3,1.43,3.03,1.46,3.2,1.4,2.9,16:10:00,01:54:00,18:04:00,6.8
15,Dubai ,Dubai Tennis Championships 2021,14/03/2021,ATP500,Outdoor,Hard,1st Round,3,bublik,nishioka,43,64,1385,1046,6,4,7,6,,,,,,,2,0,Completed,1.44,2.75,1.51,2.72,1.58,3.26,1.47,2.67,17:15:00,01:22:00,18:37:00,6.8
15,Dubai ,Dubai Tennis Championships 2021,14/03/2021,ATP500,Outdoor,Hard,1st Round,3,jaziri,tsonga,258,66,229,1025,3,3,,,,,,,,,0,0,Retired,3.75,1.28,3.8,1.3,4,1.31,3.61,1.28,19:10:00,00:30:00,19:40:00,6.8
15,Dubai ,Dubai Tennis Championships 2021,14/03/2021,ATP500,Outdoor,Hard,1st Round,3,popyrin,novak,86,99,863,785,7,6,7,5,,,,,,,2,0,Completed,1.44,2.75,1.39,3.23,1.5,3.23,1.43,2.8,20:20:00,01:33:00,21:53:00,6.8
15,Dubai ,Dubai Tennis Championships 2021,15/03/2021,ATP500,Outdoor,Hard,1st Round,3,struff,kukushkin,39,104,1450,769,6,3,6,2,,,,,,,2,0,Completed,1.5,2.62,1.53,2.67,1.59,2.7,1.5,2.57,13:10:00,01:12:00,14:22:00,6.8
15,Dubai ,Dubai Tennis Championships 2021,15/03/2021,ATP500,Outdoor,Hard,1st Round,3,davidovich fokina,albot,52,76,1144,936,6,4,6,4,,,,,,,2,0,Completed,1.44,2.75,1.47,2.88,1.51,2.91,1.45,2.74,13:10:00,01:19:00,14:29:00,6.8
15,Dubai ,Dubai Tennis Championships 2021,15/03/2021,ATP500,Outdoor,Hard,1st Round,3,zapata miralles,millman,150,40,489,1426,6,4,6,4,,,,,,,2,0,Completed,2.1,1.72,2.14,1.78,2.3,1.85,2.08,1.75,14:10:00,01:21:00,15:31:00,6.8
15,Dubai ,Dubai Tennis Championships 2021,15/03/2021,ATP500,Outdoor,Hard,1st Round,3,bedene,bhambri,59,,1085,,3,6,6,1,6,4,,,,,2,1,Completed,1.4,3,1.4,3.2,1.43,3.25,1.38,3,14:40:00,01:56:00,16:36:00,6.8
15,Dubai ,Dubai Tennis Championships 2021,15/03/2021,ATP500,Outdoor,Hard,1st Round,3,harris,o connell,81,122,885,617,6,7,6,4,6,1,,,,,2,1,Completed,1.36,3.2,1.37,3.33,1.38,3.4,1.35,3.15,14:45:00,02:03:00,16:48:00,6.8
15,Dubai ,Dubai Tennis Championships 2021,15/03/2021,ATP500,Outdoor,Hard,1st Round,3,gasquet,cecchinato,49,89,1185,856,6,4,6,2,,,,,,,2,0,Completed,1.4,3,1.39,3.21,1.43,3.35,1.38,3.02,16:10:00,01:11:00,17:21:00,6.8
15,Dubai ,Dubai Tennis Championships 2021,15/03/2021,ATP500,Outdoor,Hard,1st Round,3,ruusuvuori,thompson,87,55,861,1104,6,3,7,6,,,,,,,2,0,Completed,1.4,3,1.36,3.39,1.4,3.39,1.37,3.06,17:10:00,01:45:00,18:55:00,6.8
15,Dubai ,Dubai Tennis Championships 2021,15/03/2021,ATP500,Outdoor,Hard,1st Round,3,fucsovics,pospisil,44,65,1382,1033,2,6,7,5,6,4,,,,,2,1,Completed,1.61,2.3,1.57,2.55,1.65,2.6,1.57,2.39,21:10:00,02:12:00,23:22:00,6.8
15,Dubai ,Dubai Tennis Championships 2021,15/03/2021,ATP500,Outdoor,Hard,2nd Round,3,chardy,de minaur,53,23,1120,2190,2,6,6,3,6,4,,,,,2,1,Completed,3.2,1.36,3.29,1.39,3.33,1.43,3.01,1.38,19:10:00,01:44:00,20:54:00,6.8
15,Dubai ,Dubai Tennis Championships 2021,16/03/2021,ATP500,Outdoor,Hard,2nd Round,3,sonego,zapata miralles,37,150,1643,489,6,2,6,2,,,,,,,2,0,Completed,1.53,2.5,1.51,2.77,1.58,2.8,1.5,2.58,13:10:00,01:17:00,14:27:00,6.8
15,Dubai ,Dubai Tennis Championships 2021,16/03/2021,ATP500,Outdoor,Hard,2nd Round,3,hurkacz,gasquet,35,49,1645,1185,6,3,6,4,,,,,,,2,0,Completed,1.53,2.5,1.56,2.62,1.62,2.62,1.53,2.48,13:10:00,01:07:00,14:17:00,6.8
15,Dubai ,Dubai Tennis Championships 2021,16/03/2021,ATP500,Outdoor,Hard,2nd Round,3,karatsev,evans,42,28,1395,1813,6,4,4,6,6,4,,,,,2,1,Completed,1.9,1.9,1.93,1.97,2,2.06,1.87,1.93,13:10:00,02:22:00,15:32:00,6.8
15,Dubai ,Dubai Tennis Championships 2021,16/03/2021,ATP500,Outdoor,Hard,2nd Round,3,shapovalov,struff,12,39,2865,1450,6,1,6,3,,,,,,,2,0,Completed,1.53,2.5,1.5,2.79,1.57,2.79,1.51,2.55,14:10:00,01:01:00,15:11:00,6.8
15,Dubai ,Dubai Tennis Championships 2021,16/03/2021,ATP500,Outdoor,Hard,2nd Round,3,khachanov,popyrin,22,86,2200,863,6,4,3,6,7,6,,,,,2,1,Completed,1.57,2.37,1.64,2.42,1.64,2.55,1.57,2.39,14:40:00,02:16:00,16:56:00,6.8
15,Dubai ,Dubai Tennis Championships 2021,16/03/2021,ATP500,Outdoor,Hard,2nd Round,3,sinner,bublik,32,43,1719,1385,2,6,7,6,6,4,,,,,2,1,Completed,1.44,2.75,1.42,3.14,1.49,3.14,1.44,2.78,14:40:00,02:02:00,16:42:00,6.8
15,Dubai ,Dubai Tennis Championships 2021,16/03/2021,ATP500,Outdoor,Hard,2nd Round,3,lajovic,jaziri,26,258,1895,229,7,5,6,2,,,,,,,2,0,Completed,1.22,4.33,1.22,4.93,1.22,5.2,1.19,4.62,15:50:00,01:07:00,16:57:00,6.8
15,Dubai ,Dubai Tennis Championships 2021,16/03/2021,ATP500,Outdoor,Hard,2nd Round,3,rublev,ruusuvuori,8,87,5011,861,6,4,6,4,,,,,,,2,0,Completed,1.14,5.5,1.2,5.16,1.2,5.8,1.16,5.11,16:10:00,01:16:00,17:26:00,6.8
15,Dubai ,Dubai Tennis Championships 2021,16/03/2021,ATP500,Outdoor,Hard,2nd Round,3,bedene,giustino,59,163,1085,443,6,4,6,3,,,,,,,2,0,Completed,1.16,5,1.23,4.73,1.24,5.2,1.19,4.7,17:00:00,01:16:00,18:16:00,6.8
15,Dubai ,Dubai Tennis Championships 2021,16/03/2021,ATP500,Outdoor,Hard,2nd Round,3,bautista agut,ebden,11,221,2910,297,4,1,,,,,,,,,0,0,Retired,1.14,5.5,1.14,6.83,1.14,7.1,1.12,6.19,17:10:00,00:27:00,17:37:00,6.8
15,Dubai ,Dubai Tennis Championships 2021,16/03/2021,ATP500,Outdoor,Hard,2nd Round,3,fucsovics,carreno busta,44,15,1382,2630,6,7,6,3,6,2,,,,,2,1,Completed,1.8,2,1.8,2.13,1.86,2.2,1.76,2.05,17:15:00,02:23:00,19:38:00,6.8
15,Dubai ,Dubai Tennis Championships 2021,16/03/2021,ATP500,Outdoor,Hard,2nd Round,3,fritz,basilashvili,30,36,1775,1645,4,6,6,3,7,6,,,,,2,1,Completed,1.61,2.3,1.7,2.29,1.7,2.4,1.63,2.25,18:20:00,02:05:00,20:25:00,6.8
